排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.801,1.59,1193.59,1193.59,39.86,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(537.0亿)；沪深300ETF华夏(436.5亿)；沪深300ETF嘉实(317.65亿)；沪深300ETF天弘(89.95亿)
2,588000,科创50ETF华夏,1.888,4.08,935.97,935.97,78.45,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(435.28亿)；科创50ETF工银(114.78亿)；科创50ETF广发(81.6亿)
3,159915,创业板ETF易方达,3.756,3.05,697.66,697.66,52.22,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(121.06亿)；创业板ETF天弘(67.27亿)
4,512880,证券ETF国泰,1.093,0.55,634.34,634.34,15.87,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(392.98亿)；证券ETF天弘(120.06亿)；券商ETF银华(98.26亿)；证券ETF南方(81.26亿)
5,588200,科创芯片ETF嘉实,1.275,5.2,545.44,545.44,45.77,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(78.72亿)；科创芯片ETF华安(59.5亿)
6,515880,通信ETF国泰,0.719,4.2,443.59,443.59,40.71,中证全指通信设备指数,指数型-股票,通信,
7,563360,A500ETF华泰柏瑞,1.333,1.91,443.44,443.44,45.12,中证A500指数,指数型-股票,中证A500,A500ETF南方(361.84亿)；A500ETF易方达(293.65亿)；中证A500ETF国泰(284.05亿)；A500ETF华夏(215.14亿)
8,510500,中证500ETF南方,8.197,2.49,439.86,439.86,22.67,中证500指数,指数型-股票,中证500,中证500ETF嘉实(93.38亿)；中证500ETF华夏(86.95亿)
9,159516,半导体设备ETF国泰,0.781,5.26,438.77,438.77,44.17,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(210.65亿)；半导体设备ETF广发(129.95亿)；半导体设备ETF华夏(89.08亿)
10,588170,科创半导体ETF华夏,1.077,5.48,413.22,413.22,74.59,上证科创板半导体材料设备主题指数,指数型-股票,半导体,
11,512890,红利低波ETF华泰柏瑞,1.156,0.09,318.46,318.46,6.15,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(122.67亿)
12,159995,芯片ETF华夏,1.263,4.99,294.48,294.48,11.17,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(71.91亿)
13,159949,创业板50ETF华安,1.765,3.1,275.37,275.37,19.27,创业板50指数,指数型-股票,创业板,
14,512170,医疗ETF华宝,0.353,0.57,263.52,263.52,6.25,中证医疗指数,指数型-股票,医药,
15,512100,中证1000ETF南方,3.225,2.54,258.94,258.94,28.03,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(105.63亿)；中证1000ETF广发(69.33亿)
16,512400,有色金属ETF南方,1.948,3.07,258.44,258.44,13.1,有色金属,指数型-股票,有色金属,
17,159819,人工智能ETF易方达,1.903,2.98,223.59,223.59,6.51,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(88.05亿)
18,159326,电网设备ETF华夏,1.759,2.63,223.29,223.29,10.72,中证电网设备主题指数,指数型-股票,其他,
19,512480,半导体ETF国联安,1.132,5.11,213.47,213.47,18.18,中证全指半导体产品与设备指数,指数型-股票,半导体,
20,510880,红利ETF华泰柏瑞,3.304,0.24,207.93,207.93,3.03,上证红利指数,指数型-股票,红利,
21,510050,上证50ETF华夏,3.052,1.03,206.88,206.88,13.1,上证50指数,指数型-股票,上证50,
22,515450,红利低波50ETF南方,1.389,-0.43,193.97,193.97,2.34,标普中国A股大盘红利低波50指数,指数型-股票,红利,
23,515050,通信ETF华夏,1.117,4.0,192.96,192.96,9.9,中证5G通信主题指数,指数型-股票,通信,
24,562500,机器人ETF华夏,1.023,2.2,190.29,190.29,6.31,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(64.88亿)
25,159530,机器人ETF易方达,1.435,2.65,189.87,189.87,7.89,国证机器人产业指数,指数型-股票,机器人,
26,159781,科创创业ETF易方达,1.189,3.48,186.47,186.47,5.44,中证科创创业50指数,指数型-股票,科创板,科创创业50ETF华夏(63.41亿)
27,159992,创新药ETF银华,0.927,0.98,186.27,186.27,10.21,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(125.63亿)
28,510180,上证180ETF华安,4.044,1.28,178.59,178.59,0.66,上证180指数,指数型-股票,上证180,
29,515180,红利ETF易方达,1.411,0.21,177.13,177.13,2.29,中证红利指数,指数型-股票,红利,中证红利ETF招商(115.49亿)
30,510210,上证指数ETF富国,1.018,1.5,175.6,175.6,9.76,上证综合指数,指数型-股票,其他,
31,517520,黄金股ETF永赢,2.074,3.65,170.65,170.65,8.33,中证沪深港黄金产业股票指数,指数型-股票,黄金,
32,512010,医药ETF易方达,0.401,1.52,167.78,167.78,5.45,沪深300医药卫生指数,指数型-股票,医药,
33,159201,自由现金流ETF华夏,1.182,1.03,166.63,166.63,2.22,国证自由现金流指数,指数型-股票,货币市场,
34,159206,卫星ETF永赢,1.477,2.78,161.1,161.1,6.13,国证商用卫星通信产业指数,指数型-股票,通信,
35,159928,消费ETF汇添富,0.667,-0.89,157.68,157.68,4.54,中证主要消费指数,指数型-股票,消费,
36,159870,化工ETF鹏华,0.816,1.75,149.59,149.59,2.93,细分化工,指数型-股票,化工,
37,512070,证券保险ETF易方达,0.786,0.51,146.34,146.34,3.98,沪深300非银行金融指数,指数型-股票,证券,
38,512690,酒ETF鹏华,0.43,-2.49,143.23,143.23,7.79,中证酒指数,指数型-股票,白酒,
39,515220,煤炭ETF国泰,1.255,-0.4,140.02,140.02,6.59,中证煤炭指数,指数型-股票,煤炭,
40,513630,港股低波红利ETF摩根,1.586,0.76,118.8,118.8,2.04,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.205,5.15,114.08,114.08,6.74,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,159611,电力ETF广发,1.046,-0.19,103.89,103.89,3.99,中证全指电力公用事业指数,指数型-股票,电力,
43,516650,有色金属ETF华夏,1.896,2.99,100.59,100.59,1.75,细分有色,指数型-股票,有色金属,
44,512800,银行ETF华宝,0.796,-0.13,99.12,99.12,7.55,中证银行指数,指数型-股票,银行,
45,560860,工业有色ETF万家,1.679,3.13,99.01,99.01,2.17,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(70.18亿)
46,159852,软件ETF嘉实,0.713,0.14,92.09,92.09,6.6,中证软件服务指数,指数型-股票,计算机,
47,159869,游戏ETF华夏,1.124,-2.01,91.7,91.7,6.6,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,1.0,2.04,90.38,90.38,4.04,国证新能源车电池指数,指数型-股票,新能源,
49,563300,中证2000ETF华泰柏瑞,1.468,2.16,82.56,82.56,5.68,中证2000指数,指数型-股票,中证2000,
50,159363,创业板人工智能ETF华宝,1.34,3.96,77.43,77.43,15.82,创业板人工智能指数,指数型-股票,人工智能,
51,512710,军工龙头ETF富国,0.636,1.11,74.7,74.7,2.29,中证军工龙头指数,指数型-股票,军工,
52,159307,红利低波100ETF博时,1.019,-0.39,71.39,71.39,0.93,中证红利低波动100指数,指数型-股票,红利,
53,516150,稀土ETF嘉实,1.842,1.66,70.79,70.79,2.68,中证稀土产业指数,指数型-股票,有色金属,
54,512660,军工ETF国泰,1.172,1.74,68.04,68.04,2.11,中证军工指数,指数型-股票,军工,
55,159851,金融科技ETF华宝,0.631,0.64,65.4,65.4,2.61,中证金融科技主题指数,指数型-股票,其他,
56,515980,人工智能ETF华富,1.115,3.24,65.39,65.39,2.44,中证人工智能产业指数,指数型-股票,人工智能,
57,159263,价值ETF易方达,1.135,0.18,65.29,65.29,2.17,国证价值100指数,指数型-股票,价值,
58,159865,养殖ETF国泰,0.536,0.56,63.69,63.69,1.89,中证畜牧养殖指数,指数型-股票,农业,
59,159967,创业板成长ETF华夏,0.869,4.2,63.52,63.52,7.75,创业板动量成长指数,指数型-股票,成长,
60,512950,央企改革ETF华夏,1.539,1.58,62.31,62.31,0.11,中证央企结构调整指数,指数型-股票,央企国企,
61,159796,电池ETF汇添富,0.908,2.14,62.22,62.22,2.23,中证电池主题指数,指数型-股票,新能源,
62,588220,科创100ETF鹏华,1.908,3.86,60.13,60.13,5.62,上证科创板100指数,指数型-股票,科创板,
