排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,510300,沪深300ETF华泰柏瑞,93.22,40.04,46.36,72.3,26.58,49.14,4.8,1.57,14.57,81.09,1.48,57.36
2,588000,科创50ETF华夏,101.72,17.9,48.42,85.36,7.55,56.79,1.89,4.19,84.14,93.1,8.39,97.08
3,159915,创业板ETF易方达,101.27,39.48,43.5,89.98,24.59,50.07,3.76,3.16,45.67,57.92,6.18,74.96
4,512880,证券ETF国泰,23.14,28.75,32.45,10.85,35.51,30.68,1.09,0.55,15.19,9.37,1.3,20.16
5,588200,科创芯片ETF嘉实,104.34,19.92,51.31,91.38,8.08,58.91,1.28,5.61,130.74,89.66,,
6,515880,通信ETF国泰,108.36,34.75,42.78,102.61,19.99,47.85,0.72,4.35,53.32,96.41,,
7,563360,A500ETF华泰柏瑞,92.59,42.47,45.34,77.42,28.51,50.09,1.33,1.91,16.64,90.57,,
8,510500,中证500ETF南方,96.79,43.35,46.81,83.79,29.05,47.83,8.2,2.53,28.96,74.74,2.59,83.6
9,159516,半导体设备ETF国泰,104.65,25.17,56.78,94.09,16.18,62.77,0.78,5.12,121.84,98.1,,
10,588170,科创半导体ETF华夏,105.33,24.72,56.79,95.41,16.12,62.23,1.08,5.78,45.77,83.61,,
11,512890,红利低波ETF华泰柏瑞,20.67,74.09,60.92,-2.56,80.54,46.65,1.16,0.43,7.62,66.06,0.84,55.32
12,159995,芯片ETF华夏,105.63,16.32,43.06,93.62,5.7,53.97,1.26,4.74,,,,
13,159949,创业板50ETF华安,100.94,36.04,37.3,88.63,21.91,46.66,1.76,3.1,,,,
14,512170,医疗ETF华宝,64.06,106.11,44.89,71.43,106.86,20.43,0.35,-0.28,30.01,32.43,3.66,18.32
15,512100,中证1000ETF南方,98.47,52.67,37.94,89.77,37.33,32.23,3.23,2.7,33.61,72.72,2.55,57.0
16,512400,有色金属ETF南方,47.86,70.29,10.39,37.88,62.04,3.66,1.95,3.17,15.92,85.53,,
17,159819,人工智能ETF易方达,97.06,30.91,51.24,74.68,19.91,61.04,1.9,2.98,52.46,80.24,,
18,159326,电网设备ETF华夏,94.96,29.39,31.41,85.67,19.52,39.81,1.76,2.63,12.61,84.68,,
19,512480,半导体ETF国联安,105.17,17.82,45.78,93.98,6.55,56.06,1.13,4.92,98.01,93.63,,
20,510880,红利ETF华泰柏瑞,62.07,107.0,69.82,57.8,105.67,52.15,3.3,0.12,8.42,70.61,0.83,59.84
21,510050,上证50ETF华夏,58.18,66.24,39.98,46.97,62.41,37.31,3.05,0.96,11.59,79.03,1.25,57.52
22,515450,红利低波50ETF南方,3.22,64.72,59.35,2.2,73.86,66.16,1.39,-0.43,8.24,73.2,0.84,55.32
23,515050,通信ETF华夏,106.64,33.85,47.48,98.48,19.52,52.09,1.12,4.28,53.15,96.6,,
24,562500,机器人ETF华夏,70.74,31.66,27.6,56.97,22.43,30.53,1.02,2.2,57.07,71.52,,
25,159530,机器人ETF易方达,73.62,29.33,23.97,57.94,19.87,21.54,1.44,2.65,,,,
26,159781,科创创业ETF易方达,102.75,23.58,44.59,88.3,11.29,55.73,1.19,3.48,46.55,72.79,,
27,159992,创新药ETF银华,82.07,101.08,83.97,82.88,96.57,46.78,0.93,0.98,31.21,48.77,,
28,510180,上证180ETF华安,65.72,64.06,39.17,52.58,53.45,36.29,4.04,1.18,12.18,69.92,1.24,45.4
29,515180,红利ETF易方达,36.15,102.12,49.48,36.02,102.65,39.06,1.41,0.14,8.24,53.98,0.82,44.68
30,510210,上证指数ETF富国,94.08,72.94,38.0,79.21,55.03,25.12,1.02,1.69,15.55,77.13,,
31,517520,黄金股ETF永赢,41.53,96.36,7.34,31.72,96.04,-6.0,2.07,3.65,21.63,54.3,,
32,512010,医药ETF易方达,58.27,100.59,77.69,56.58,101.65,43.6,0.4,1.27,24.51,8.85,,
33,159201,自由现金流ETF华夏,45.86,108.37,17.01,31.06,102.27,11.78,1.18,1.03,,,,
34,159206,卫星ETF永赢,99.4,42.7,11.13,89.23,33.21,14.25,1.48,2.78,,,,
35,159928,消费ETF汇添富,28.22,87.47,31.73,34.51,95.99,24.44,0.67,-0.45,19.76,19.05,3.45,1.88
36,159870,化工ETF鹏华,37.06,53.12,20.23,31.95,46.94,26.76,0.82,1.75,22.32,57.15,,
37,512070,证券保险ETF易方达,24.18,47.04,11.58,5.85,56.49,10.48,0.79,1.02,9.57,1.65,,
38,512690,酒ETF鹏华,20.07,91.16,25.37,58.44,102.12,20.54,0.43,-2.49,19.16,15.89,,
39,515220,煤炭ETF国泰,84.04,99.4,39.95,81.7,82.28,29.77,1.26,0.0,18.51,86.49,1.76,95.64
40,513630,港股低波红利ETF摩根,68.79,78.18,35.96,15.67,75.82,29.03,1.59,1.02,,,,
41,512760,芯片ETF国泰,104.4,17.07,46.8,91.12,6.4,56.85,1.21,5.15,96.77,89.75,,
42,159611,电力ETF广发,9.47,44.27,8.95,11.37,34.28,21.83,1.05,-0.19,15.52,68.43,,
43,516650,有色金属ETF华夏,44.72,77.74,6.15,35.15,69.32,-0.24,1.9,2.99,19.86,26.59,,
44,512800,银行ETF华宝,29.18,67.86,65.95,5.11,75.37,55.3,0.8,0.38,6.59,66.88,0.66,36.32
45,560860,工业有色ETF万家,50.76,60.79,15.94,39.45,51.65,13.51,1.68,3.13,64.33,39.52,,
46,159852,软件ETF嘉实,5.98,82.24,3.3,4.7,80.54,-3.49,0.71,0.14,57.36,53.72,,
47,159869,游戏ETF华夏,30.97,98.05,2.41,47.37,100.68,-4.78,1.12,-2.01,20.02,18.42,,
48,159755,电池ETF广发,92.35,41.55,10.27,75.72,32.29,13.31,1.0,2.04,26.15,38.72,3.57,52.96
49,563300,中证2000ETF华泰柏瑞,99.48,60.39,38.46,94.02,46.01,31.23,1.47,2.16,41.31,70.69,,
50,159363,创业板人工智能ETF华宝,102.62,49.98,54.1,93.05,33.84,55.09,1.34,3.96,,,,
51,512710,军工龙头ETF富国,84.06,53.72,-4.5,55.27,45.22,-10.35,0.64,1.75,,,,
52,159307,红利低波100ETF博时,4.73,72.51,51.75,0.87,81.17,50.43,1.02,-0.39,8.51,75.45,,
53,516150,稀土ETF嘉实,70.55,43.54,20.15,61.02,34.32,14.92,1.84,1.66,31.48,36.53,,
54,512660,军工ETF国泰,88.69,50.87,1.63,70.48,41.5,-2.15,1.17,1.74,48.23,19.24,3.43,65.04
55,159851,金融科技ETF华宝,1.69,61.59,2.75,3.23,60.18,-3.75,0.63,0.48,33.05,11.86,,
56,515980,人工智能ETF华富,99.56,36.23,53.31,81.53,23.64,59.7,1.12,3.7,56.4,90.69,,
