排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,56.6,3785458151958,254872005759
2,601398,工商银行,7.89,2812045368432,2127240356933
3,601939,建设银行,10.66,2788660066353,102268390080
4,601288,农业银行,6.86,2400883612369,2190015285930
5,600941,中国移动,97.53,2115153998293,88046950069
6,601857,中国石油,11.17,2044344322227,1808669609227
7,601988,中国银行,6.13,1975162084420,1291992606006
8,300750,宁德时代,387.89,1794633176531,1652442826460
9,600519,贵州茅台,1304.66,1630931461561,1630931461561
10,600938,中国海油,33.72,1602710048340,100822800000
11,601138,工业富联,60.4,1198583173954,1198583173954
12,601628,中国人寿,37.64,1063883496200,783797669200
13,688981,中芯国际,120.58,1032292556078,241107252158
14,300308,中际旭创,870.22,1017926479291,965890488281
15,601088,中国神华,46.89,1017017574515,773264769710
16,600036,招商银行,39.58,998201488888,816493620500
17,601318,中国平安,54.92,994471698365,585450774358
18,601899,紫金矿业,34.54,918443283044,711585935056
19,002594,比亚迪,90.66,826565131243,316096379910
20,600900,长江电力,28.15,688780328705,688780328705
21,000333,美的集团,85.99,656000347931,592028647484
22,600028,中国石化,5.33,644532990803,505030693749
23,601328,交通银行,7.2,636219246406,187721564897
24,688256,寒武纪,969.05,609390976452,609390976452
25,601658,邮储银行,5.04,605279069600,365540115049
26,601728,中国电信,6.47,592051187383,502264344683
27,300502,新易盛,412.0,574433753808,516748181096
28,688041,海光信息,230.81,536480474784,536480474784
29,002371,北方华创,707.9,513715384680,513305261399
30,601998,中信银行,8.56,476322588980,348931273897
31,603259,药明康德,155.84,464988715035,385435993537
32,688235,百济神州,276.67,426704041027,31832338784
33,600030,中信证券,27.27,426073903221,332054545061
34,002475,立讯精密,53.72,415675679978,393503045223
35,603993,洛阳钼业,18.99,406277950242,331581392922
36,688347,华虹宏力,229.03,397991477850,93386982500
37,601166,兴业银行,18.28,386857071898,386857071898
38,002384,东山精密,193.6,354599218195,268391885573
39,688012,中微公司,357.65,342572315762,336976770641
40,601869,长飞光纤,379.19,313933337903,154079425286
41,002415,海康威视,34.15,312980363433,308924100197
42,601319,中国人保,7.04,311336893704,249904206344
43,600276,恒瑞医药,46.76,310355466108,298282146332
44,601211,国泰海通,17.64,310129862203,237242547783
45,600000,浦发银行,9.22,307079829126,307079829126
46,600183,生益科技,126.3,306783163521,304603880639
47,300059,东方财富,18.92,299356021635,253383559195
48,601601,中国太保,31.03,298519195349,212401636349
49,000858,五 粮 液,71.48,277457340197,277450577189
50,300394,天孚通信,249.5,272160860704,271552818226
51,603986,兆易创新,381.66,267828009676,255136631530
52,601919,中远海控,17.42,265970702050,218734873930
53,688802,沐曦股份-U,664.0,265666400000,12302987080
54,601225,陕西煤业,26.5,256917500000,256917500000
55,600150,中国船舶,33.8,254365999534,254365999534
56,688795,摩尔线程-U,527.66,248015088982,15948782053
57,688836,C宇树-W,603.08,243924354167,18145302178
58,300476,胜宏科技,245.0,240782279185,211972761525
59,002379,宏桥控股,18.46,240554442009,20977459480
60,601816,京沪高铁,4.91,240225085707,240225085707
61,688008,澜起科技,191.83,234135808568,219600178063
62,002916,深南电路,343.63,234069277040,228448471304
63,000338,潍柴动力,26.99,233199554561,133773034736
64,688808,联讯仪器,2265.99,232641640755,43724869343
65,000651,格力电器,41.45,232178267964,228887292697
66,300274,阳光电源,111.5,231163073776,177009224151
67,600309,万华化学,73.19,229119218307,229119218307
68,688820,盛合晶微,122.44,228078060437,21170199609
69,000001,平安银行,11.56,224332414369,224329718496
70,002714,牧原股份,38.83,224165440272,127381788596
71,002142,宁波银行,33.9,223861727849,223719126177
72,600919,江苏银行,12.13,222601565736,222601565736
73,002463,沪电股份,115.57,222398693971,222219207867
74,600188,兖矿能源,21.83,219104479597,130136314597
75,300408,三环集团,108.94,217522521125,203696689280
76,000725,京东方Ａ,5.75,213004886368,203361021173
77,603288,海天味业,35.67,208706776719,198318802371
78,002938,鹏鼎控股,87.95,203827349071,203237170007
79,300433,蓝思科技,37.95,200328216017,188504826345
80,688072,拓荆科技,684.13,198862213324,193398770300
81,600690,海尔智家,20.94,196367564871,130938414926
82,601898,中煤能源,14.81,196360804954,135541125924
83,003816,中国广核,3.88,195935413324,152620548324
84,601066,中信建投,24.79,192288464018,161027684958
85,300760,迈瑞医疗,158.68,192288333711,192107869169
86,688498,源杰科技,1541.0,191855080957,189376793904
87,600406,国电南瑞,23.27,186898965750,186350259290
88,601336,新华保险,59.43,185394654438,123937659976
89,603268,松发股份,180.93,184316456135,42201884867
90,601668,中国建筑,4.42,182636125762,182636125762
91,601818,光大银行,3.07,181392641757,142468923772
92,601985,中国核电,8.77,180381378189,165606408284
93,600025,华能水电,9.68,180348992408,180348992408
94,301666,大普微-UW,408.66,178264177678,10836168730
95,300604,长川科技,271.1,175017332793,132695706029
96,601766,中国中车,6.08,174489093655,147913012132
97,002352,顺丰控股,32.94,173439248089,158082856631
98,600031,三一重工,18.61,171119032573,157708398589
99,600989,宝丰能源,23.22,170280619200,170280619200
100,600547,山东黄金,36.5,168262427663,131927182166
