排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,510300,沪深300ETF华泰柏瑞,103.2,21.5,40.73,4.75,0.87,14.39,77.64,1.46,51.04
2,588000,科创50ETF华夏,83.03,5.45,44.8,1.84,2.56,80.71,89.36,8.05,95.63
3,159915,创业板ETF易方达,106.15,10.75,34.04,3.59,1.41,44.3,55.36,5.83,68.96
4,512880,证券ETF国泰,46.45,56.24,33.24,1.1,0.0,15.25,9.71,1.3,20.4
5,588200,科创芯片ETF嘉实,83.69,3.21,46.48,1.22,3.39,122.7,82.39,,
6,510500,中证500ETF南方,118.01,17.76,39.73,7.99,2.02,27.87,72.5,2.48,79.48
7,563360,A500ETF华泰柏瑞,113.19,21.31,39.91,1.32,1.39,16.34,77.09,,
8,515880,通信ETF国泰,106.12,3.62,33.49,0.66,1.23,49.27,93.47,,
9,159516,半导体设备ETF国泰,85.17,15.11,52.36,0.74,3.06,112.39,96.77,,
10,588170,科创半导体ETF华夏,84.14,16.26,52.21,1.02,4.4,41.55,81.0,,
11,512100,中证1000ETF南方,118.19,20.9,27.52,3.11,2.0,31.8,68.46,2.42,47.44
12,512890,红利低波ETF华泰柏瑞,-2.27,92.86,60.92,1.16,-0.51,7.65,66.79,0.84,55.28
13,159995,芯片ETF华夏,82.1,0.72,38.94,1.21,2.8,,,,
14,512170,医疗ETF华宝,100.94,109.49,44.89,0.35,5.74,27.99,23.99,3.4,10.44
15,512400,有色金属ETF南方,105.8,59.69,13.3,1.99,3.81,16.33,89.67,,
16,159949,创业板50ETF华安,100.83,8.21,27.56,1.68,0.9,,,,
17,510050,上证50ETF华夏,83.83,77.97,43.82,3.07,1.35,11.56,78.51,1.24,55.92
18,159819,人工智能ETF易方达,102.26,13.85,47.83,1.87,1.14,51.06,76.36,,
19,510880,红利ETF华泰柏瑞,57.51,101.14,66.79,3.28,-0.24,8.41,70.4,0.82,58.56
20,159326,电网设备ETF华夏,111.56,9.73,26.02,1.7,1.31,12.6,84.34,,
21,512480,半导体ETF国联安,87.71,0.46,41.34,1.08,3.15,91.64,88.56,,
22,515450,红利低波50ETF南方,-8.24,87.05,63.75,1.4,-0.43,8.21,72.6,0.84,55.28
23,562500,机器人ETF华夏,119.05,15.53,27.14,1.02,1.19,55.73,65.9,,
24,159530,机器人ETF易方达,119.53,12.41,21.47,1.42,1.07,,,,
25,159992,创新药ETF银华,105.94,90.41,83.19,0.91,6.56,28.73,33.33,,
26,510210,上证指数ETF富国,99.65,38.37,24.93,1.0,0.5,15.26,72.12,,
27,159781,科创创业ETF易方达,93.88,2.82,39.11,1.15,1.6,44.12,63.12,,
28,510180,上证180ETF华安,109.42,54.41,40.58,4.05,1.35,12.14,69.22,1.23,43.24
29,515180,红利ETF易方达,47.95,100.13,49.48,1.41,-0.49,8.27,55.07,0.82,43.68
30,515050,通信ETF华夏,104.77,4.24,39.39,1.04,2.56,49.08,94.28,,
31,512010,医药ETF易方达,96.12,111.29,77.69,0.4,5.54,23.6,4.75,,
32,159201,自由现金流ETF华夏,37.69,96.86,13.46,1.17,-0.09,,,,
33,159928,消费ETF汇添富,14.06,98.52,31.73,0.67,0.15,19.96,20.15,3.54,3.04
34,517520,黄金股ETF永赢,90.79,107.33,8.95,2.11,3.99,21.76,55.96,,
35,159206,卫星ETF永赢,118.61,23.1,9.01,1.45,3.58,,,,
36,159870,化工ETF鹏华,106.19,45.31,23.19,0.83,0.98,22.45,57.77,,
37,512070,证券保险ETF易方达,20.62,85.08,14.58,0.8,0.25,9.73,1.94,,
38,512690,酒ETF鹏华,47.61,101.75,29.07,0.44,1.38,19.36,17.34,,
39,515220,煤炭ETF国泰,84.33,44.7,34.59,1.23,-1.05,18.23,85.75,1.73,93.84
40,513630,港股低波红利ETF摩根,-15.63,77.02,28.0,1.56,-0.76,,,,
41,512760,芯片ETF国泰,82.93,2.62,42.39,1.16,3.02,91.28,80.13,,
42,159611,电力ETF广发,24.35,30.27,12.74,1.06,0.0,15.36,67.65,,
43,516650,有色金属ETF华夏,103.88,66.54,8.52,1.93,3.32,19.69,26.19,,
44,560860,工业有色ETF万家,104.89,47.81,18.37,1.71,3.9,63.3,35.89,,
45,512800,银行ETF华宝,-2.16,88.51,65.95,0.8,-0.62,6.61,67.95,0.66,36.12
46,159852,软件ETF嘉实,91.5,73.88,6.12,0.73,-1.08,59.31,55.83,,
47,159869,游戏ETF华夏,87.83,81.27,3.11,1.13,-0.35,20.19,19.34,,
48,159755,电池ETF广发,100.31,23.67,5.14,0.97,1.46,25.53,37.4,3.47,49.4
49,563300,中证2000ETF华泰柏瑞,117.05,27.26,28.14,1.4,1.67,38.93,67.15,,
50,159363,创业板人工智能ETF华宝,110.51,15.7,43.37,1.24,0.65,,,,
51,512710,军工龙头ETF富国,108.2,37.94,-6.4,0.63,1.61,,,,
52,159307,红利低波100ETF博时,-0.33,94.04,56.8,1.03,-0.1,8.56,76.51,,
53,516150,稀土ETF嘉实,109.36,22.45,17.8,1.82,3.53,30.15,34.16,,
54,159851,金融科技ETF华宝,93.51,61.48,6.28,0.65,-0.46,34.07,15.07,,
