排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.621,0.02,1060.83,1060.83,23.06,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(506.82亿)；沪深300ETF华夏(402.49亿)；沪深300ETF嘉实(300.36亿)；沪深300ETF天弘(82.05亿)
2,588000,科创50ETF华夏,1.703,-0.29,875.68,875.68,47.01,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(412.8亿)；科创50ETF工银(107.53亿)；科创50ETF广发(74.73亿)
3,159915,创业板ETF易方达,3.33,-0.15,648.7,648.7,50.64,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(110.81亿)；创业板ETF天弘(64.14亿)
4,512880,证券ETF国泰,1.098,0.73,619.66,619.66,19.61,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(380.26亿)；证券ETF天弘(119.25亿)；券商ETF银华(94.24亿)；证券ETF南方(81.18亿)
5,588200,科创芯片ETF嘉实,1.135,-0.44,483.2,483.2,25.5,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(74.18亿)
6,159516,半导体设备ETF国泰,0.678,-0.88,419.41,419.41,20.28,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(203.29亿)；半导体设备ETF广发(129.71亿)；半导体设备ETF华夏(87.68亿)
7,588170,科创半导体ETF华夏,0.935,-1.27,416.46,416.46,39.14,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(111.58亿)
8,515880,通信ETF国泰,0.646,-0.31,404.23,404.23,19.43,中证全指通信设备指数,指数型-股票,通信,
9,563360,A500ETF华泰柏瑞,1.27,0.08,396.07,396.07,37.36,中证A500指数,指数型-股票,中证A500,A500ETF南方(334.36亿)；A500ETF易方达(285.3亿)；中证A500ETF国泰(253.59亿)；A500ETF华夏(193.61亿)
10,510500,中证500ETF南方,7.781,0.39,393.98,393.98,25.85,中证500指数,指数型-股票,中证500,中证500ETF嘉实(84.56亿)；中证500ETF华夏(76.82亿)
11,512890,红利低波ETF华泰柏瑞,1.2,-0.08,323.04,323.04,12.69,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(126.72亿)
12,159995,芯片ETF华夏,1.115,-0.54,271.96,271.96,4.92,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(64.48亿)
13,512400,有色金属ETF南方,1.913,1.43,270.12,270.12,7.43,有色金属,指数型-股票,有色金属,
14,512170,医疗ETF华宝,0.339,0.3,243.04,243.04,3.15,中证医疗指数,指数型-股票,医药,
15,159949,创业板50ETF华安,1.551,-0.13,240.82,240.82,14.04,创业板50指数,指数型-股票,创业板,
16,159819,人工智能ETF易方达,1.732,-0.4,209.28,209.28,2.71,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(82.43亿)
17,515450,红利低波50ETF南方,1.418,0.0,200.04,200.04,1.76,标普中国A股大盘红利低波50指数,指数型-股票,红利,
18,510050,上证50ETF华夏,3.031,0.2,196.18,196.18,9.55,上证50指数,指数型-股票,上证50,
19,512480,半导体ETF国联安,1.004,-0.59,195.96,195.96,9.93,中证全指半导体产品与设备指数,指数型-股票,半导体,
20,159326,电网设备ETF华夏,1.651,0.43,193.25,193.25,4.67,中证电网设备主题指数,指数型-股票,其他,
21,510880,红利ETF华泰柏瑞,3.436,0.23,192.8,192.8,4.86,上证红利指数,指数型-股票,红利,
22,512100,中证1000ETF南方,3.086,0.26,187.17,187.17,20.96,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(59.93亿)；中证1000ETF广发(57.84亿)
23,515180,红利ETF易方达,1.45,0.14,184.78,184.78,3.38,中证红利指数,指数型-股票,红利,中证红利ETF招商(109.05亿)
24,562500,机器人ETF华夏,0.954,0.74,176.47,176.47,2.61,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(59.9亿)
25,510180,上证180ETF华安,3.961,0.28,174.9,174.9,0.68,上证180指数,指数型-股票,上证180,
26,515050,通信ETF华夏,1.004,-0.5,173.95,173.95,7.66,中证5G通信主题指数,指数型-股票,通信,
27,159992,创新药ETF银华,0.851,0.95,169.37,169.37,6.45,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(111.92亿)
28,159530,机器人ETF易方达,1.326,1.45,167.91,167.91,4.24,国证机器人产业指数,指数型-股票,机器人,
29,159781,科创创业ETF易方达,1.042,-0.1,164.57,164.57,2.87,中证科创创业50指数,指数型-股票,科创板,
30,159201,自由现金流ETF华夏,1.177,0.09,162.95,162.95,5.55,国证自由现金流指数,指数型-股票,货币市场,
31,159928,消费ETF汇添富,0.665,-0.45,153.35,153.35,1.82,中证主要消费指数,指数型-股票,消费,
32,512010,医药ETF易方达,0.379,0.53,151.91,151.91,2.5,沪深300医药卫生指数,指数型-股票,医药,
33,510210,上证指数ETF富国,1.008,0.0,143.06,143.06,5.58,上证综合指数,指数型-股票,其他,
34,517520,黄金股ETF永赢,2.224,2.35,140.55,140.55,8.32,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(62.52亿)
35,159870,化工ETF鹏华,0.81,1.0,137.39,137.39,3.11,细分化工,指数型-股票,化工,
36,512070,证券保险ETF易方达,0.818,1.61,134.07,134.07,5.55,沪深300非银行金融指数,指数型-股票,证券,
37,512690,酒ETF鹏华,0.421,-0.47,133.08,133.08,2.44,中证酒指数,指数型-股票,白酒,
38,159206,卫星ETF永赢,1.36,-0.44,129.01,129.01,3.45,国证商用卫星通信产业指数,指数型-股票,通信,
39,515220,煤炭ETF国泰,1.3,-0.23,119.45,119.45,8.23,中证煤炭指数,指数型-股票,煤炭,
40,513630,港股低波红利ETF摩根,1.584,-0.31,119.14,119.14,2.51,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.066,-0.65,102.84,102.84,2.29,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,512800,银行ETF华宝,0.84,-0.47,99.63,99.63,9.7,中证银行指数,指数型-股票,银行,
43,516650,有色金属ETF华夏,1.869,1.3,98.06,98.06,1.66,细分有色,指数型-股票,有色金属,
44,159611,电力ETF广发,1.047,0.19,98.03,98.03,3.66,中证全指电力公用事业指数,指数型-股票,电力,
45,159852,软件ETF嘉实,0.677,0.0,94.09,94.09,3.13,中证软件服务指数,指数型-股票,计算机,
46,159869,游戏ETF华夏,1.097,1.2,88.28,88.28,5.6,中证动漫游戏指数,指数型-股票,传媒,
47,560860,工业有色ETF万家,1.625,1.5,87.01,87.01,1.55,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(67.94亿)
48,512710,军工龙头ETF富国,0.636,0.0,74.3,74.3,2.43,中证军工龙头指数,指数型-股票,军工,
49,512660,军工ETF国泰,1.14,-0.18,73.6,73.6,2.56,中证军工指数,指数型-股票,军工,
50,159307,红利低波100ETF博时,1.034,0.29,72.84,72.84,1.32,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(57.0亿)
51,159263,价值ETF易方达,1.159,0.43,72.79,72.79,2.46,国证价值100指数,指数型-股票,价值,
52,159755,电池ETF广发,0.905,0.67,71.43,71.43,2.34,国证新能源车电池指数,指数型-股票,新能源,
53,159363,创业板人工智能ETF华宝,1.2,-0.5,69.22,69.22,7.83,创业板人工智能指数,指数型-股票,人工智能,
54,159865,养殖ETF国泰,0.543,-0.91,65.93,65.93,1.76,中证畜牧养殖指数,指数型-股票,农业,
55,588220,科创100ETF鹏华,1.743,0.52,65.67,65.67,5.45,上证科创板100指数,指数型-股票,科创板,
56,159259,成长ETF易方达,1.311,0.54,65.49,65.49,4.56,国证成长100指数,指数型-股票,成长,
57,516150,稀土ETF嘉实,1.702,0.53,64.82,64.82,0.72,中证稀土产业指数,指数型-股票,有色金属,
58,563300,中证2000ETF华泰柏瑞,1.445,0.35,64.64,64.64,7.62,中证2000指数,指数型-股票,中证2000,
59,515980,人工智能ETF华富,1.018,-0.2,63.51,63.51,1.99,中证人工智能产业指数,指数型-股票,人工智能,
60,159851,金融科技ETF华宝,0.634,-0.31,63.3,63.3,2.05,中证金融科技主题指数,指数型-股票,其他,
61,512950,央企改革ETF华夏,1.495,-0.13,60.47,60.47,0.12,中证央企结构调整指数,指数型-股票,央企国企,
62,561980,半导体设备ETF招商,,,,,,,,,
63,159967,创业板成长ETF华夏,,,,,,,,,
