排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.627,-1.13,1086.49,1086.49,42.73,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(514.83亿)；沪深300ETF华夏(404.17亿)；沪深300ETF嘉实(300.48亿)；沪深300ETF天弘(82.05亿)
2,588000,科创50ETF华夏,1.691,-3.09,841.55,841.55,69.63,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(404.21亿)；科创50ETF工银(105.57亿)；科创50ETF广发(72.76亿)
3,512880,证券ETF国泰,1.067,0.38,628.6,628.6,14.97,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(383.07亿)；证券ETF天弘(119.9亿)；券商ETF银华(94.07亿)；证券ETF南方(79.13亿)
4,159915,创业板ETF易方达,3.457,-2.89,613.46,613.46,66.81,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(110.22亿)；创业板ETF天弘(63.18亿)
5,588200,科创芯片ETF嘉实,1.134,-3.32,484.05,484.05,34.31,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(73.81亿)
6,588170,科创半导体ETF华夏,1.005,-0.69,441.37,441.37,64.18,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(117.91亿)
7,159516,半导体设备ETF国泰,0.723,-0.82,433.51,433.51,37.81,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(215.8亿)；半导体设备ETF广发(137.47亿)；半导体设备ETF华夏(91.91亿)
8,515880,通信ETF国泰,0.648,-4.28,402.89,402.89,38.52,中证全指通信设备指数,指数型-股票,通信,
9,563360,A500ETF华泰柏瑞,1.274,-1.32,401.79,401.79,42.09,中证A500指数,指数型-股票,中证A500,A500ETF南方(336.89亿)；A500ETF易方达(279.66亿)；中证A500ETF国泰(253.49亿)；A500ETF华夏(196.68亿)
10,510500,中证500ETF南方,7.74,-1.6,390.94,390.94,27.32,中证500指数,指数型-股票,中证500,中证500ETF嘉实(85.86亿)；中证500ETF华夏(79.86亿)
11,512890,红利低波ETF华泰柏瑞,1.189,1.11,333.71,333.71,8.49,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(128.83亿)
12,159995,芯片ETF华夏,1.117,-3.62,268.09,268.09,8.62,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(64.45亿)
13,512400,有色金属ETF南方,1.949,0.15,258.87,258.87,16.32,有色金属,指数型-股票,有色金属,
14,512170,医疗ETF华宝,0.339,-2.87,241.55,241.55,6.73,中证医疗指数,指数型-股票,医药,
15,159949,创业板50ETF华安,1.621,-3.28,240.08,240.08,18.87,创业板50指数,指数型-股票,创业板,
16,510050,上证50ETF华夏,2.979,-0.47,218.23,218.23,20.71,上证50指数,指数型-股票,上证50,
17,510880,红利ETF华泰柏瑞,3.44,1.56,205.43,205.43,8.11,上证红利指数,指数型-股票,红利,
18,159326,电网设备ETF华夏,1.656,-1.84,204.4,204.4,4.96,中证电网设备主题指数,指数型-股票,其他,
19,159819,人工智能ETF易方达,1.676,-4.17,202.35,202.35,5.27,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(79.44亿)
20,512100,中证1000ETF南方,3.04,-1.3,199.77,199.77,34.12,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(67.36亿)；中证1000ETF广发(58.31亿)
21,515450,红利低波50ETF南方,1.408,0.72,199.45,199.45,1.69,标普中国A股大盘红利低波50指数,指数型-股票,红利,
22,512480,半导体ETF国联安,1.01,-3.07,193.94,193.94,15.23,中证全指半导体产品与设备指数,指数型-股票,半导体,
23,515180,红利ETF易方达,1.453,1.4,185.24,185.24,4.88,中证红利指数,指数型-股票,红利,中证红利ETF招商(115.6亿)
24,562500,机器人ETF华夏,0.932,-2.71,174.89,174.89,4.57,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(59.45亿)
25,515050,通信ETF华夏,1.003,-4.48,173.35,173.35,11.45,中证5G通信主题指数,指数型-股票,通信,
26,510180,上证180ETF华安,3.914,-0.99,172.92,172.92,0.54,上证180指数,指数型-股票,上证180,
27,517520,黄金股ETF永赢,2.293,0.88,168.88,168.88,16.4,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(62.53亿)
28,159530,机器人ETF易方达,1.291,-2.93,167.72,167.72,6.44,国证机器人产业指数,指数型-股票,机器人,
29,159781,科创创业ETF易方达,1.067,-3.79,167.27,167.27,6.3,中证科创创业50指数,指数型-股票,科创板,
30,159201,自由现金流ETF华夏,1.179,0.0,162.94,162.94,2.75,国证自由现金流指数,指数型-股票,货币市场,
31,159992,创新药ETF银华,0.85,-4.82,162.86,162.86,14.49,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(109.28亿)
32,510210,上证指数ETF富国,0.993,-0.5,155.08,155.08,10.99,上证综合指数,指数型-股票,其他,
33,512010,医药ETF易方达,0.376,-3.09,152.43,152.43,5.42,沪深300医药卫生指数,指数型-股票,医药,
34,159928,消费ETF汇添富,0.66,0.15,152.2,152.2,3.13,中证主要消费指数,指数型-股票,消费,
35,515220,煤炭ETF国泰,1.308,2.43,144.36,144.36,8.02,中证煤炭指数,指数型-股票,煤炭,
36,512690,酒ETF鹏华,0.421,0.48,136.01,136.01,3.68,中证酒指数,指数型-股票,白酒,
37,512070,证券保险ETF易方达,0.789,1.41,135.02,135.02,5.03,沪深300非银行金融指数,指数型-股票,证券,
38,159870,化工ETF鹏华,0.796,-1.85,132.86,132.86,3.73,细分化工,指数型-股票,化工,
39,159206,卫星ETF永赢,1.312,-3.1,131.02,131.02,7.79,国证商用卫星通信产业指数,指数型-股票,通信,
40,513630,港股低波红利ETF摩根,1.605,0.12,119.45,119.45,2.78,标普港股通低波红利指数,指数型-股票,红利,
41,512800,银行ETF华宝,0.827,1.47,104.07,104.07,10.28,中证银行指数,指数型-股票,银行,
42,512760,芯片ETF国泰,1.066,-3.44,101.63,101.63,4.41,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
43,516650,有色金属ETF华夏,1.91,0.42,100.17,100.17,2.69,细分有色,指数型-股票,有色金属,
44,159611,电力ETF广发,1.033,0.88,98.4,98.4,3.04,中证全指电力公用事业指数,指数型-股票,电力,
45,560860,工业有色ETF万家,1.636,0.31,92.7,92.7,2.54,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(68.1亿)
46,159852,软件ETF嘉实,0.659,-2.37,91.88,91.88,4.19,中证软件服务指数,指数型-股票,计算机,
47,159869,游戏ETF华夏,1.062,-1.03,85.49,85.49,3.34,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.956,-0.62,78.88,78.88,3.52,国证新能源车电池指数,指数型-股票,新能源,
49,159307,红利低波100ETF博时,1.024,0.49,73.28,73.28,0.73,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(57.36亿)
50,512710,军工龙头ETF富国,0.6,-1.15,70.27,70.27,1.95,中证军工龙头指数,指数型-股票,军工,
51,588220,科创100ETF鹏华,1.756,-3.3,69.85,69.85,12.32,上证科创板100指数,指数型-股票,科创板,
52,159263,价值ETF易方达,1.154,0.96,69.15,69.15,2.87,国证价值100指数,指数型-股票,价值,
53,159363,创业板人工智能ETF华宝,1.198,-4.62,68.79,68.79,13.98,创业板人工智能指数,指数型-股票,人工智能,
54,516150,稀土ETF嘉实,1.736,-0.91,66.51,66.51,1.23,中证稀土产业指数,指数型-股票,有色金属,
55,159865,养殖ETF国泰,0.527,-0.57,64.32,64.32,1.88,中证畜牧养殖指数,指数型-股票,农业,
56,512660,军工ETF国泰,1.09,-1.54,64.22,64.22,1.97,中证军工指数,指数型-股票,军工,
57,515980,人工智能ETF华富,0.98,-4.3,60.38,60.38,3.08,中证人工智能产业指数,指数型-股票,人工智能,
58,512950,央企改革ETF华夏,1.488,-1.06,60.15,60.15,0.12,中证央企结构调整指数,指数型-股票,央企国企,
59,159851,金融科技ETF华宝,0.603,-1.15,59.47,59.47,1.4,中证金融科技主题指数,指数型-股票,其他,
60,563300,中证2000ETF华泰柏瑞,1.394,-0.85,59.19,59.19,6.35,中证2000指数,指数型-股票,中证2000,
61,561980,半导体设备ETF招商,0.686,-1.72,57.22,57.22,3.54,中证半导体产业指数,指数型-股票,半导体,
