排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
44,516650,有色金属ETF华夏,35.15,69.32,2.54,45.26,66.54,-0.24,1.84,0.99,19.08,24.79,,
45,560860,工业有色ETF万家,39.45,51.65,11.18,45.2,47.81,13.51,1.63,1.62,63.02,35.14,,
46,159869,游戏ETF华夏,47.37,100.68,4.72,34.26,81.27,-4.78,1.15,2.05,19.96,18.24,,
47,159852,软件ETF嘉实,4.7,80.54,3.13,9.7,73.88,-3.49,0.71,0.28,57.17,53.34,,
48,159755,电池ETF广发,75.72,32.29,6.32,79.38,23.67,13.31,0.98,0.51,25.77,37.84,3.52,51.48
49,563300,中证2000ETF华泰柏瑞,94.02,46.01,33.54,95.17,27.26,31.23,1.44,0.98,39.99,69.04,,
50,159363,创业板人工智能ETF华宝,93.54,33.84,48.73,87.67,16.24,55.09,1.29,3.12,,,,
51,512710,军工龙头ETF富国,57.95,45.22,-6.4,58.58,34.9,-10.35,0.63,0.96,,,,
52,159307,红利低波100ETF博时,-4.21,81.17,51.75,5.43,91.22,50.43,1.02,-0.78,8.61,77.19,,
53,516150,稀土ETF嘉实,61.02,34.32,17.21,56.29,22.45,14.92,1.81,2.78,30.05,33.97,,
54,512660,军工ETF国泰,70.48,41.5,-0.77,75.69,32.21,-2.15,1.15,0.35,47.1,16.32,3.35,60.28
55,159263,价值ETF易方达,-6.05,90.66,44.64,2.49,98.61,47.21,1.13,-0.61,,,,
56,159851,金融科技ETF华宝,8.41,60.18,2.75,21.43,58.68,-3.75,0.63,-0.32,33.21,12.29,,
57,159865,养殖ETF国泰,40.45,97.2,18.41,69.64,94.0,8.92,0.53,-1.48,23.22,54.72,,
58,515980,人工智能ETF华富,81.53,23.64,47.18,80.61,14.48,59.7,1.08,1.31,53.9,86.72,,
59,512950,央企改革ETF华夏,58.22,41.63,36.65,63.31,37.36,42.73,1.51,0.46,15.61,81.19,,
60,159967,创业板成长ETF华夏,93.49,21.16,41.9,94.41,6.28,53.08,0.83,1.47,,,,
61,159796,电池ETF汇添富,80.53,30.66,12.89,87.77,19.09,22.56,0.89,0.45,,,,
62,588220,科创100ETF鹏华,97.38,25.94,46.29,98.39,9.55,50.41,1.84,1.83,,,,
