排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.652,0.78,1107.6,1107.6,39.36,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(520.04亿)；沪深300ETF华夏(408.44亿)；沪深300ETF嘉实(305.02亿)；沪深300ETF天弘(82.55亿)
2,588000,科创50ETF华夏,1.721,1.65,878.32,878.32,58.89,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(417.46亿)；科创50ETF工银(107.56亿)；科创50ETF广发(76.17亿)
3,512880,证券ETF国泰,1.096,2.72,643.0,643.0,32.63,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(390.36亿)；证券ETF天弘(122.75亿)；券商ETF银华(95.93亿)；证券ETF南方(81.24亿)
4,159915,创业板ETF易方达,3.432,0.38,628.62,628.62,60.82,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(111.48亿)；创业板ETF天弘(62.58亿)
5,588200,科创芯片ETF嘉实,1.148,1.59,489.82,489.82,26.78,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(74.89亿)
6,588170,科创半导体ETF华夏,0.994,1.84,436.42,436.42,57.98,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(115.98亿)
7,159516,半导体设备ETF国泰,0.717,1.7,430.13,430.13,30.64,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(213.46亿)；半导体设备ETF广发(136.15亿)；半导体设备ETF华夏(91.95亿)
8,563360,A500ETF华泰柏瑞,1.281,0.71,408.15,408.15,40.95,中证A500指数,指数型-股票,中证A500,A500ETF南方(342.03亿)；A500ETF易方达(282.62亿)；中证A500ETF国泰(256.75亿)；A500ETF华夏(198.78亿)
9,515880,通信ETF国泰,0.648,0.0,408.04,408.04,21.96,中证全指通信设备指数,指数型-股票,通信,
10,510500,中证500ETF南方,7.789,0.82,383.73,383.73,33.95,中证500指数,指数型-股票,中证500,中证500ETF嘉实(85.17亿)；中证500ETF华夏(79.77亿)
11,512890,红利低波ETF华泰柏瑞,1.191,0.51,334.27,334.27,8.3,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(128.43亿)
12,159995,芯片ETF华夏,1.131,1.16,273.83,273.83,6.05,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(65.95亿)
13,512400,有色金属ETF南方,1.944,2.53,260.05,260.05,16.31,有色金属,指数型-股票,有色金属,
14,512170,医疗ETF华宝,0.345,-0.58,247.18,247.18,4.39,中证医疗指数,指数型-股票,医药,
15,159949,创业板50ETF华安,1.612,0.62,241.43,241.43,13.98,创业板50指数,指数型-股票,创业板,
16,510050,上证50ETF华夏,3.013,1.04,226.61,226.61,27.1,上证50指数,指数型-股票,上证50,
17,159326,电网设备ETF华夏,1.683,0.72,207.0,207.0,4.02,中证电网设备主题指数,指数型-股票,其他,
18,159819,人工智能ETF易方达,1.692,0.42,206.44,206.44,2.84,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(80.74亿)
19,510880,红利ETF华泰柏瑞,3.44,0.91,202.36,202.36,4.19,上证红利指数,指数型-股票,红利,
20,515450,红利低波50ETF南方,1.418,0.35,200.66,200.66,2.64,标普中国A股大盘红利低波50指数,指数型-股票,红利,
21,512480,半导体ETF国联安,1.017,0.89,197.07,197.07,12.65,中证全指半导体产品与设备指数,指数型-股票,半导体,
22,512100,中证1000ETF南方,3.059,0.36,196.91,196.91,33.02,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(65.63亿)；中证1000ETF广发(58.41亿)
23,515180,红利ETF易方达,1.455,0.69,185.35,185.35,4.07,中证红利指数,指数型-股票,红利,中证红利ETF招商(113.74亿)
24,562500,机器人ETF华夏,0.947,-0.21,178.09,178.09,3.17,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(60.4亿)
25,515050,通信ETF华夏,1.01,0.4,175.97,175.97,7.03,中证5G通信主题指数,指数型-股票,通信,
26,510180,上证180ETF华安,3.952,0.87,174.56,174.56,0.52,上证180指数,指数型-股票,上证180,
27,159530,机器人ETF易方达,1.316,-0.45,170.23,170.23,4.42,国证机器人产业指数,指数型-股票,机器人,
28,159992,创新药ETF银华,0.868,0.0,169.4,169.4,8.27,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(113.26亿)
29,159781,科创创业ETF易方达,1.074,1.13,169.27,169.27,2.87,中证科创创业50指数,指数型-股票,科创板,
30,159201,自由现金流ETF华夏,1.186,0.17,163.65,163.65,1.66,国证自由现金流指数,指数型-股票,货币市场,
31,517520,黄金股ETF永赢,2.22,0.14,163.18,163.18,17.62,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(61.3亿)
32,510210,上证指数ETF富国,1.0,0.4,159.17,159.17,7.57,上证综合指数,指数型-股票,其他,
33,512010,医药ETF易方达,0.384,0.26,156.09,156.09,3.06,沪深300医药卫生指数,指数型-股票,医药,
34,159928,消费ETF汇添富,0.665,0.15,153.51,153.51,2.09,中证主要消费指数,指数型-股票,消费,
35,515220,煤炭ETF国泰,1.308,0.38,142.89,142.89,6.58,中证煤炭指数,指数型-股票,煤炭,
36,512070,证券保险ETF易方达,0.806,2.15,136.04,136.04,6.54,沪深300非银行金融指数,指数型-股票,证券,
37,512690,酒ETF鹏华,0.423,0.24,135.8,135.8,2.87,中证酒指数,指数型-股票,白酒,
38,159870,化工ETF鹏华,0.799,1.78,133.89,133.89,4.08,细分化工,指数型-股票,化工,
39,159206,卫星ETF永赢,1.316,-0.45,127.76,127.76,3.01,国证商用卫星通信产业指数,指数型-股票,通信,
40,513630,港股低波红利ETF摩根,1.605,0.06,120.08,120.08,2.67,标普港股通低波红利指数,指数型-股票,红利,
41,512800,银行ETF华宝,0.829,0.97,104.12,104.12,8.77,中证银行指数,指数型-股票,银行,
42,512760,芯片ETF国泰,1.08,1.31,103.8,103.8,3.92,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
43,159611,电力ETF广发,1.048,1.26,99.94,99.94,4.34,中证全指电力公用事业指数,指数型-股票,电力,
44,516650,有色金属ETF华夏,1.899,2.26,99.16,99.16,1.99,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.666,0.45,93.58,93.58,3.89,中证软件服务指数,指数型-股票,计算机,
46,560860,工业有色ETF万家,1.645,3.07,92.68,92.68,10.03,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(69.19亿)
47,159869,游戏ETF华夏,1.076,-0.28,85.93,85.93,3.28,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.949,0.96,77.38,77.38,2.44,国证新能源车电池指数,指数型-股票,新能源,
49,159307,红利低波100ETF博时,1.033,0.49,73.9,73.9,0.78,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(57.15亿)
50,512710,军工龙头ETF富国,0.605,0.5,71.06,71.06,2.65,中证军工龙头指数,指数型-股票,军工,
51,159263,价值ETF易方达,1.158,0.43,70.08,70.08,2.97,国证价值100指数,指数型-股票,价值,
52,159363,创业板人工智能ETF华宝,1.187,-0.59,68.87,68.87,10.04,创业板人工智能指数,指数型-股票,人工智能,
53,516150,稀土ETF嘉实,1.725,0.35,66.22,66.22,1.07,中证稀土产业指数,指数型-股票,有色金属,
54,159865,养殖ETF国泰,0.537,0.19,66.06,66.06,1.41,中证畜牧养殖指数,指数型-股票,农业,
55,512660,军工ETF国泰,1.101,0.55,64.82,64.82,1.49,中证军工指数,指数型-股票,军工,
56,588220,科创100ETF鹏华,1.748,0.0,64.39,64.39,6.66,上证科创板100指数,指数型-股票,科创板,
57,159851,金融科技ETF华宝,0.627,2.28,62.05,62.05,2.93,中证金融科技主题指数,指数型-股票,其他,
58,515980,人工智能ETF华富,0.988,0.2,61.97,61.97,1.41,中证人工智能产业指数,指数型-股票,人工智能,
59,512950,央企改革ETF华夏,1.498,0.4,60.56,60.56,0.1,中证央企结构调整指数,指数型-股票,央企国企,
60,563300,中证2000ETF华泰柏瑞,1.412,-0.07,58.65,58.65,10.19,中证2000指数,指数型-股票,中证2000,
61,561980,半导体设备ETF招商,0.686,1.63,57.15,57.15,3.14,中证半导体产业指数,指数型-股票,半导体,
