排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,510300,沪深300ETF华泰柏瑞,110.83,31.17,41.85,102.23,21.64,49.14,4.76,0.19,14.55,80.72,1.48,57.52
2,588000,科创50ETF华夏,106.89,9.71,44.8,83.03,5.45,56.79,1.84,0.0,82.26,91.45,8.17,96.19
3,159915,创业板ETF易方达,102.96,19.08,32.37,106.08,10.5,50.07,3.56,-0.73,44.84,56.4,5.91,70.16
4,512880,证券ETF国泰,46.38,41.91,34.03,46.45,56.24,30.68,1.1,0.27,15.27,9.84,1.31,21.56
5,588200,科创芯片ETF嘉实,106.36,8.55,46.48,82.67,2.85,58.91,1.22,0.25,126.09,85.34,,
6,510500,中证500ETF南方,120.17,30.62,41.41,117.41,17.64,47.83,8.04,0.66,28.53,74.01,2.55,81.8
7,563360,A500ETF华泰柏瑞,117.18,32.44,40.25,113.19,21.31,50.09,1.32,0.08,16.56,88.49,,
8,159516,半导体设备ETF国泰,104.59,19.64,54.57,84.26,14.79,62.77,0.76,2.98,119.66,97.73,,
9,588170,科创半导体ETF华夏,105.14,19.51,54.5,82.52,15.69,62.23,1.05,3.45,42.88,81.72,,
10,515880,通信ETF国泰,96.93,11.09,30.39,107.6,3.62,47.85,0.64,-3.03,48.48,91.53,,
11,512890,红利低波ETF华泰柏瑞,-5.37,84.22,60.92,-6.0,91.81,46.65,1.16,0.17,7.66,66.97,0.84,56.04
12,159995,芯片ETF华夏,106.44,5.92,38.94,82.79,0.94,53.97,1.21,-0.17,,,,
13,512100,中证1000ETF南方,117.92,35.93,29.25,117.74,20.99,32.23,3.13,0.61,32.69,70.97,2.48,51.68
14,512170,医疗ETF华宝,87.34,106.72,44.89,98.26,108.2,20.43,0.35,1.16,29.92,32.1,3.65,17.72
15,512400,有色金属ETF南方,110.54,79.91,15.49,105.8,58.99,3.66,2.02,1.76,16.41,90.39,,
16,159949,创业板50ETF华安,96.05,15.34,25.3,100.83,8.21,46.66,1.66,-1.19,,,,
17,159326,电网设备ETF华夏,107.3,18.71,26.73,111.56,9.73,39.81,1.71,0.47,12.62,85.02,,
18,510880,红利ETF华泰柏瑞,82.7,112.3,72.86,58.66,101.49,52.15,3.32,1.16,8.44,71.13,0.83,59.48
19,510050,上证50ETF华夏,101.25,82.5,45.74,82.98,76.69,37.31,3.08,0.46,11.67,80.79,1.26,59.84
20,159819,人工智能ETF易方达,93.68,15.65,43.03,102.26,13.85,61.04,1.81,-2.79,49.63,68.48,,
21,512480,半导体ETF国联安,104.8,7.03,41.34,88.89,0.82,56.06,1.08,-0.28,94.25,90.59,,
22,515450,红利低波50ETF南方,-4.64,77.82,63.75,-12.36,84.85,66.16,1.4,0.65,8.24,73.28,0.84,56.04
23,562500,机器人ETF华夏,110.2,24.76,24.84,119.05,15.53,30.53,1.01,-0.98,55.1,63.04,,
24,159530,机器人ETF易方达,107.97,20.43,19.4,119.53,12.41,21.54,1.4,-1.06,,,,
25,159992,创新药ETF银华,103.2,98.94,83.46,105.94,90.41,46.78,0.92,0.99,30.98,47.23,,
26,515180,红利ETF易方达,74.2,112.37,56.16,53.05,101.98,39.06,1.43,1.13,8.3,55.76,0.82,44.96
27,510210,上证指数ETF富国,113.51,61.38,31.46,112.96,41.55,25.12,1.01,0.7,15.51,76.29,,
28,510180,上证180ETF华安,112.38,70.1,43.42,109.42,53.75,36.29,4.07,0.54,12.28,71.96,1.24,47.96
29,159781,科创创业ETF易方达,97.89,8.31,37.37,93.88,2.82,55.73,1.13,-1.22,44.28,63.62,,
30,515050,通信ETF华夏,101.56,12.14,37.37,104.89,4.64,52.09,1.02,-2.21,49.0,94.07,,
31,512010,医药ETF易方达,106.7,115.86,85.24,93.76,110.34,43.6,0.41,3.54,24.92,11.42,,
32,517520,黄金股ETF永赢,100.44,120.08,11.53,90.79,107.33,-6.0,2.17,2.89,22.14,60.02,,
33,159201,自由现金流ETF华夏,63.88,113.65,17.63,37.69,96.86,11.78,1.19,1.72,,,,
34,159928,消费ETF汇添富,46.19,108.23,38.22,17.77,99.96,24.44,0.69,2.68,20.52,23.29,3.64,5.68
35,159206,卫星ETF永赢,117.5,34.92,9.3,118.61,23.1,14.25,1.45,0.28,,,,
36,159870,化工ETF鹏华,104.4,64.52,27.92,106.19,45.31,26.76,0.84,1.94,23.07,61.82,,
37,512690,酒ETF鹏华,63.21,106.16,32.77,37.09,96.7,20.54,0.45,3.45,19.96,21.48,,
38,512070,证券保险ETF易方达,12.89,72.44,14.58,4.77,82.54,10.48,0.8,0.38,9.69,1.88,,
39,515220,煤炭ETF国泰,100.52,82.95,39.95,87.38,45.56,29.77,1.26,2.11,18.61,86.96,1.76,96.2
40,513630,港股低波红利ETF摩根,-2.6,79.12,33.31,-15.63,77.02,29.03,1.58,1.28,,,,
41,512760,芯片ETF国泰,106.5,7.49,42.39,83.3,2.74,56.85,1.16,-0.09,93.44,84.61,,
42,159611,电力ETF广发,29.04,42.11,14.19,24.35,30.27,21.83,1.06,0.47,15.62,69.1,,
43,516650,有色金属ETF华夏,107.1,88.77,10.62,103.88,66.54,-0.24,1.96,1.66,20.64,27.99,,
44,512800,银行ETF华宝,-8.38,79.5,65.95,-9.31,87.13,55.3,0.8,0.25,6.6,67.52,0.66,35.96
45,560860,工业有色ETF万家,108.81,68.09,20.9,104.89,47.81,13.51,1.73,1.58,65.02,41.42,,
46,159852,软件ETF嘉实,83.19,90.91,5.79,91.5,73.88,-3.49,0.73,-0.27,58.47,54.9,,
47,159869,游戏ETF华夏,90.91,103.18,5.33,87.83,81.27,-4.78,1.15,1.95,20.58,20.95,,
48,159755,电池ETF广发,104.67,34.4,7.9,100.31,23.67,13.31,0.99,1.44,26.0,38.16,3.55,52.28
49,563300,中证2000ETF华泰柏瑞,115.05,42.71,30.36,117.05,27.26,31.23,1.42,1.0,39.97,69.05,,
50,512710,军工龙头ETF富国,108.9,51.9,-4.5,105.92,34.9,-10.35,0.64,2.4,,,,
51,159307,红利低波100ETF博时,-2.69,86.24,56.8,-6.36,91.22,50.43,1.03,0.49,8.58,76.78,,
52,159363,创业板人工智能ETF华宝,104.52,24.2,41.22,112.83,16.24,55.09,1.22,-1.93,,,,
53,516150,稀土ETF嘉实,98.37,36.5,19.17,109.36,22.45,14.92,1.83,0.77,31.4,36.32,,
54,512660,军工ETF国泰,111.99,46.87,1.63,111.29,32.21,-2.15,1.17,1.56,48.16,18.95,3.43,64.92
55,159851,金融科技ETF华宝,77.45,67.45,4.52,89.24,58.68,-3.75,0.64,-0.78,33.72,14.51,,
56,159263,价值ETF易方达,15.64,99.63,50.92,12.22,98.61,47.21,1.15,1.14,,,,
57,159865,养殖ETF国泰,88.26,114.15,24.48,55.6,94.0,8.92,0.55,3.58,23.51,55.8,,
58,512950,央企改革ETF华夏,106.97,47.72,41.01,108.96,37.36,42.73,1.53,0.13,15.86,84.11,,
59,515980,人工智能ETF华富,96.8,17.65,42.59,103.49,14.48,59.7,1.05,-2.51,53.09,85.66,,
60,159796,电池ETF汇添富,105.84,28.07,10.74,101.11,19.09,22.56,0.88,0.69,,,,
61,562800,稀有金属ETF嘉实,112.05,38.43,27.03,110.15,22.52,26.05,1.01,2.02,,,,
