排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.653,1.04,1232.3,1232.3,70.17,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(526.26亿)；沪深300ETF华夏(422.54亿)；沪深300ETF嘉实(317.46亿)；沪深300ETF天弘(87.49亿)
2,588000,科创50ETF华夏,1.728,3.54,931.4,931.4,154.72,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(415.09亿)；科创50ETF工银(110.36亿)；科创50ETF广发(81.44亿)
3,159915,创业板ETF易方达,3.368,3.0,740.84,740.84,150.89,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(120.31亿)；创业板ETF天弘(63.31亿)
4,512880,证券ETF国泰,1.107,0.09,630.0,630.0,18.49,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(400.76亿)；证券ETF天弘(120.14亿)；券商ETF银华(101.28亿)；证券ETF南方(82.51亿)
5,588200,科创芯片ETF嘉实,1.115,3.53,495.91,495.91,65.93,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(75.16亿)
6,510500,中证500ETF南方,7.5,2.24,449.11,449.11,75.41,中证500指数,指数型-股票,中证500,中证500ETF嘉实(90.64亿)；中证500ETF华夏(82.95亿)
7,563360,A500ETF华泰柏瑞,1.272,1.44,410.51,410.51,49.46,中证A500指数,指数型-股票,中证A500,A500ETF南方(328.2亿)；中证A500ETF国泰(276.83亿)；A500ETF易方达(270.54亿)；A500ETF华夏(201.53亿)
8,515880,通信ETF国泰,0.582,4.86,404.9,404.9,56.14,中证全指通信设备指数,指数型-股票,通信,
9,159516,半导体设备ETF国泰,0.67,3.08,390.62,390.62,74.99,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(195.42亿)；半导体设备ETF广发(119.28亿)；半导体设备ETF华夏(82.97亿)
10,588170,科创半导体ETF华夏,0.92,2.45,385.11,385.11,136.18,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(100.16亿)
11,512890,红利低波ETF华泰柏瑞,1.204,-0.25,348.78,348.78,10.99,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(132.91亿)
12,512100,中证1000ETF南方,2.864,2.36,324.53,324.53,88.44,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(137.34亿)；中证1000ETF广发(75.99亿)
13,159949,创业板50ETF华安,1.583,3.06,266.35,266.35,36.89,创业板50指数,指数型-股票,创业板,创业板50ETF景顺(58.48亿)
14,159995,芯片ETF华夏,1.118,3.52,265.31,265.31,17.61,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(68.62亿)
15,512170,医疗ETF华宝,0.33,1.54,262.3,262.3,6.11,中证医疗指数,指数型-股票,医药,
16,510880,红利ETF华泰柏瑞,3.304,-0.24,231.02,231.02,8.65,上证红利指数,指数型-股票,红利,
17,512400,有色金属ETF南方,1.792,2.58,230.17,230.17,8.45,有色金属,指数型-股票,有色金属,
18,510050,上证50ETF华夏,3.033,0.23,216.7,216.7,20.47,上证50指数,指数型-股票,上证50,
19,159819,人工智能ETF易方达,1.765,5.69,207.3,207.3,8.76,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(84.17亿)
20,515450,红利低波50ETF南方,1.458,-0.61,199.85,199.85,3.21,标普中国A股大盘红利低波50指数,指数型-股票,红利,
21,512480,半导体ETF国联安,0.992,3.55,198.7,198.7,30.13,中证全指半导体产品与设备指数,指数型-股票,半导体,
22,515180,红利ETF易方达,1.432,0.14,193.3,193.3,4.24,中证红利指数,指数型-股票,红利,中证红利ETF招商(122.83亿)
23,159326,电网设备ETF华夏,1.587,1.8,192.68,192.68,8.03,中证电网设备主题指数,指数型-股票,其他,
24,510210,上证指数ETF富国,0.975,1.04,192.63,192.63,17.04,上证综合指数,指数型-股票,其他,
25,562500,机器人ETF华夏,0.956,5.87,179.45,179.45,12.34,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(60.94亿)
26,159201,自由现金流ETF华夏,1.187,0.0,176.37,176.37,5.0,国证自由现金流指数,指数型-股票,货币市场,
27,510180,上证180ETF华安,3.956,0.82,174.94,174.94,0.75,上证180指数,指数型-股票,上证180,
28,159530,机器人ETF易方达,1.319,6.37,174.12,174.12,13.27,国证机器人产业指数,指数型-股票,机器人,
29,515050,通信ETF华夏,0.92,4.43,172.73,172.73,18.89,中证5G通信主题指数,指数型-股票,通信,
30,512010,医药ETF易方达,0.377,0.27,172.68,172.68,4.09,沪深300医药卫生指数,指数型-股票,医药,
31,159992,创新药ETF银华,0.843,1.57,170.48,170.48,8.55,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(122.17亿)
32,159781,科创创业ETF易方达,1.073,3.17,164.7,164.7,8.56,中证科创创业50指数,指数型-股票,科创板,
33,159928,消费ETF汇添富,0.697,-0.29,162.02,162.02,5.74,中证主要消费指数,指数型-股票,消费,
34,512070,证券保险ETF易方达,0.813,-0.37,155.56,155.56,4.56,沪深300非银行金融指数,指数型-股票,证券,
35,512690,酒ETF鹏华,0.453,0.22,147.15,147.15,9.41,中证酒指数,指数型-股票,白酒,
36,515220,煤炭ETF国泰,1.199,-0.17,143.17,143.17,5.45,中证煤炭指数,指数型-股票,煤炭,
37,159870,化工ETF鹏华,0.781,-0.13,142.47,142.47,2.64,细分化工,指数型-股票,化工,
38,159206,卫星ETF永赢,1.251,3.82,138.45,138.45,6.91,国证商用卫星通信产业指数,指数型-股票,通信,
39,513630,港股低波红利ETF摩根,1.615,-1.28,128.37,128.37,8.22,标普港股通低波红利指数,指数型-股票,红利,
40,517520,黄金股ETF永赢,1.891,3.05,127.42,127.42,7.53,中证沪深港黄金产业股票指数,指数型-股票,黄金,
41,512800,银行ETF华宝,0.836,-0.48,110.14,110.14,15.56,中证银行指数,指数型-股票,银行,
42,159611,电力ETF广发,1.072,0.0,110.09,110.09,5.31,中证全指电力公用事业指数,指数型-股票,电力,
43,512760,芯片ETF国泰,1.074,3.47,105.61,105.61,9.13,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
44,516650,有色金属ETF华夏,1.755,2.51,92.11,92.11,1.5,细分有色,指数型-股票,有色金属,
45,159869,游戏ETF华夏,1.115,4.4,89.35,89.35,9.26,中证动漫游戏指数,指数型-股票,传媒,
46,159755,电池ETF广发,0.945,0.53,87.69,87.69,4.27,国证新能源车电池指数,指数型-股票,新能源,
47,560860,工业有色ETF万家,1.537,2.88,86.55,86.55,2.23,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(66.45亿)
48,159852,软件ETF嘉实,0.712,6.27,83.32,83.32,15.37,中证软件服务指数,指数型-股票,计算机,
49,159307,红利低波100ETF博时,1.063,-0.19,76.25,76.25,1.24,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(62.56亿)；红利低波100ETF景顺(60.06亿)
50,512710,军工龙头ETF富国,0.605,1.0,72.83,72.83,3.94,中证军工龙头指数,指数型-股票,军工,
51,159363,创业板人工智能ETF华宝,1.126,7.55,68.91,68.91,14.51,创业板人工智能指数,指数型-股票,人工智能,
52,159263,价值ETF易方达,1.172,-0.68,68.19,68.19,3.76,国证价值100指数,指数型-股票,价值,
53,159851,金融科技ETF华宝,0.631,3.78,66.36,66.36,4.01,中证金融科技主题指数,指数型-股票,其他,
54,512660,军工ETF国泰,1.093,1.86,64.53,64.53,3.88,中证军工指数,指数型-股票,军工,
55,159865,养殖ETF国泰,0.535,0.75,63.6,63.6,1.23,中证畜牧养殖指数,指数型-股票,农业,
56,515980,人工智能ETF华富,1.008,6.33,62.74,62.74,4.71,中证人工智能产业指数,指数型-股票,人工智能,
57,561980,半导体设备ETF招商,0.674,3.69,62.52,62.52,8.6,中证半导体产业指数,指数型-股票,半导体,
58,159967,创业板成长ETF华夏,0.73,3.4,60.83,60.83,16.82,创业板动量成长指数,指数型-股票,成长,
59,516150,稀土ETF嘉实,1.633,2.19,60.65,60.65,1.22,中证稀土产业指数,指数型-股票,有色金属,
60,512950,央企改革ETF华夏,1.489,1.22,60.46,60.46,0.28,中证央企结构调整指数,指数型-股票,央企国企,
61,563300,中证2000ETF华泰柏瑞,1.278,3.48,60.02,60.02,9.23,中证2000指数,指数型-股票,中证2000,
