排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,510300,沪深300ETF华泰柏瑞,48.8,19.35,15.37,25.02,10.93,33.4,4.58,1.06,13.42,60.1,1.41,38.28,4.616,4.712,0,-0.78,0.84,0.83,28.77,,,沪深300
2,588000,科创50ETF华夏,103.52,15.81,30.49,89.11,-4.94,40.23,1.74,2.59,77.51,83.2,7.9,93.81,1.7,1.856,0,2.35,1.17,1.32,80.21,,,科创板
3,159915,创业板ETF易方达,69.98,27.32,8.72,37.44,14.53,26.58,3.39,2.14,38.41,32.68,5.37,61.12,3.378,3.588,0,0.36,1.15,1.15,62.47,,,创业板
4,512880,证券ETF国泰,18.32,8.96,25.41,-2.08,7.05,35.61,1.06,1.44,12.44,3.59,1.23,10.08,1.081,1.099,0,-2.22,1.01,0.84,14.53,,,证券
5,588200,科创芯片ETF嘉实,103.63,25.66,36.09,94.1,0.75,44.39,1.18,3.42,108.29,76.4,,,1.136,1.247,0,3.87,1.27,1.07,32.01,,,半导体
6,159516,半导体设备ETF国泰,111.12,44.14,43.9,103.9,5.39,50.49,0.73,3.84,105.12,93.31,,,0.692,0.751,0,5.49,1.21,1.12,38.51,,,半导体
7,510500,中证500ETF南方,89.19,52.15,22.88,56.35,28.63,38.95,7.83,1.94,26.22,65.1,2.42,78.0,7.765,7.948,0,0.84,0.95,1.15,32.81,,,中证500
8,515880,通信ETF国泰,89.6,85.56,30.16,79.87,49.05,35.35,0.7,2.04,45.76,87.65,,,0.665,0.688,0,5.26,1.34,1.31,44.04,,,通信
9,588170,科创半导体ETF华夏,115.77,46.78,45.64,107.49,4.53,51.21,1.02,4.19,45.29,83.83,,,0.956,1.04,0,6.69,1.35,1.23,70.25,,,半导体
10,563360,A500ETF华泰柏瑞,55.83,22.09,12.06,29.09,12.97,31.08,1.26,1.28,15.09,48.78,,,1.269,1.302,0,-0.47,0.99,0.99,40.55,,,中证A500
11,512890,红利低波ETF华泰柏瑞,-16.25,72.22,84.52,-2.71,98.7,77.3,1.18,-0.34,7.85,70.8,0.86,59.72,1.196,1.165,1,-1.34,0.91,0.69,5.28,,,红利
12,159995,芯片ETF华夏,99.84,19.57,26.09,89.62,-1.28,35.48,1.15,3.23,,,,,1.118,1.246,0,2.86,1.22,1.1,7.97,,,半导体
13,159949,创业板50ETF华安,59.43,23.6,2.53,31.41,13.19,19.97,1.58,2.2,,,,,1.579,1.69,0,-0.13,1.18,1.11,17.12,,,创业板
14,512400,有色金属ETF南方,11.94,58.74,5.74,6.88,71.34,10.61,1.73,1.29,14.93,78.05,,,1.811,1.765,1,-4.47,0.74,0.55,5.69,,,有色金属
15,512170,医疗ETF华宝,96.8,42.14,46.44,76.76,41.19,37.25,0.34,0.89,27.62,22.11,3.5,13.8,0.338,0.332,1,0.59,1.36,0.91,4.8,,,医药
16,510050,上证50ETF华夏,27.65,20.25,27.91,7.47,37.8,38.25,2.98,0.74,10.92,67.75,1.22,44.88,3.007,3.026,0,-0.9,0.86,1.03,14.45,,,上证50
17,159819,人工智能ETF易方达,86.09,16.0,28.91,56.79,1.0,39.9,1.76,2.8,45.75,52.3,,,1.72,1.853,0,2.44,1.44,1.12,4.79,,,人工智能
18,512480,半导体ETF国联安,106.66,25.73,29.79,90.63,0.29,39.38,1.04,3.9,69.37,54.86,,,1.004,1.11,0,3.59,1.39,1.18,15.5,,,半导体
19,515450,红利低波50ETF南方,5.79,33.55,66.16,16.75,63.77,66.82,1.39,-0.14,8.37,75.28,0.86,59.72,1.4,1.385,1,-0.71,1.0,0.87,1.61,,,红利
20,512100,中证1000ETF南方,93.34,75.77,30.56,64.06,49.92,30.91,3.13,2.09,31.18,67.08,2.42,48.48,3.081,3.109,0,1.59,0.99,0.83,26.53,,,中证1000
21,515050,通信ETF华夏,82.67,73.71,34.73,63.23,41.24,40.4,1.07,2.49,45.05,86.73,,,1.03,1.076,0,3.88,1.19,1.18,11.93,,,通信
22,510880,红利ETF华泰柏瑞,-5.49,61.69,78.86,-1.81,88.92,85.58,3.34,-0.21,8.66,75.93,0.85,61.64,3.427,3.275,1,-2.54,1.02,0.82,4.19,,,红利
23,159326,电网设备ETF华夏,79.59,60.6,9.62,50.15,44.84,23.54,1.67,1.28,11.44,61.79,,,1.655,1.7,0,0.6,1.15,0.73,4.06,,,其他
24,515180,红利ETF易方达,2.93,52.64,64.56,-2.04,84.2,68.84,1.41,-0.07,8.41,57.93,0.84,47.52,1.445,1.403,1,-2.42,1.16,1.08,3.65,,,红利
25,562500,机器人ETF华夏,51.93,16.4,1.48,25.26,3.17,16.1,0.93,1.97,44.89,22.12,,,0.94,0.994,0,-0.64,1.27,0.93,4.45,,,机器人
26,510180,上证180ETF华安,38.07,26.32,20.08,13.54,35.95,32.23,3.91,0.85,11.51,55.71,1.21,36.76,3.939,3.98,0,-0.74,1.22,1.17,0.67,,,上证180
27,159781,科创创业ETF易方达,86.66,12.27,17.51,56.45,-3.17,31.63,1.07,2.79,42.72,60.14,,,1.053,1.152,0,1.33,1.55,1.29,5.38,,,科创板
28,159992,创新药ETF银华,77.93,4.98,60.71,67.57,4.26,59.14,0.83,0.6,26.83,25.68,,,0.843,0.861,0,-0.95,1.14,0.77,7.3,,,医药
29,159530,机器人ETF易方达,67.32,19.13,2.28,41.61,3.72,11.23,1.3,1.4,,,,,1.304,1.385,0,0.08,1.18,0.82,4.97,,,机器人
30,159201,自由现金流ETF华夏,21.65,71.74,19.51,9.94,95.31,19.72,1.17,0.6,,,,,1.182,1.156,1,-1.35,0.6,0.58,1.65,,,货币市场
31,159928,消费ETF汇添富,-0.17,24.27,29.69,-6.51,62.51,30.44,0.65,0.15,19.58,18.03,3.36,1.44,0.666,0.662,1,-2.4,0.63,0.46,1.31,,,消费
32,510210,上证指数ETF富国,57.58,85.34,38.66,23.72,79.74,36.04,1.0,1.01,14.67,67.15,,,1.004,0.998,1,0.1,1.28,1.24,10.67,,,其他
33,512010,医药ETF易方达,53.13,8.4,62.09,54.61,21.56,59.56,0.37,-0.54,22.89,2.99,,,0.376,0.376,0,-1.6,1.05,0.66,2.79,,,医药
34,517520,黄金股ETF永赢,19.92,70.51,18.46,10.47,84.55,13.22,2.08,1.72,20.59,39.83,,,2.177,1.961,1,-4.69,1.04,0.81,8.17,,,黄金
35,512690,酒ETF鹏华,6.02,17.66,19.08,-2.15,48.68,21.29,0.41,0.49,19.09,15.34,,,0.42,0.421,0,-2.38,0.72,0.45,2.05,,,白酒
36,512070,证券保险ETF易方达,10.62,24.32,12.33,-6.07,48.55,16.38,0.78,0.91,7.25,0.11,,,0.799,0.798,1,-2.38,0.97,0.68,3.07,,,证券
37,159206,卫星ETF永赢,96.77,52.03,2.0,72.21,23.92,5.14,1.39,2.59,,,,,1.348,1.419,0,2.74,1.37,0.68,3.49,,,通信
38,159870,化工ETF鹏华,11.0,38.87,6.28,1.45,46.03,24.67,0.77,0.92,17.07,29.15,,,0.797,0.801,0,-3.26,0.51,0.45,1.6,,,化工
39,513630,XD港股低波红利ETF摩根,6.95,24.47,30.85,-1.85,62.15,35.43,1.55,0.45,,,,,1.584,1.562,1,-2.08,0.54,0.47,1.17,,,红利
40,512760,芯片ETF国泰,106.53,17.63,28.96,89.61,-3.58,38.78,1.1,3.77,69.12,45.56,,,1.065,1.183,0,3.29,1.1,1.14,4.52,,,半导体
41,515220,煤炭ETF国泰,4.49,55.37,53.98,10.19,81.15,61.05,1.25,-0.64,17.64,82.12,1.77,95.36,1.304,1.227,1,-4.14,0.98,0.76,6.25,,,煤炭
42,512800,银行ETF华宝,11.82,82.69,98.04,5.43,99.92,84.91,0.84,0.36,7.04,84.73,0.69,44.72,0.838,0.807,1,0.24,0.75,0.73,7.03,,,银行
43,159259,成长ETF易方达,92.26,73.53,35.01,78.97,35.7,41.03,1.39,2.28,,,,,1.333,1.389,0,4.35,0.98,1.03,6.14,,,成长
44,159852,软件ETF嘉实,38.06,14.36,-2.7,9.36,19.65,0.14,0.66,2.33,58.99,55.58,,,0.667,0.684,0,-1.2,1.2,0.75,3.44,,,计算机
45,516650,有色金属ETF华夏,11.31,57.26,2.77,5.88,71.97,6.68,1.76,1.27,16.33,19.12,,,1.846,1.795,1,-4.6,0.9,0.73,1.39,,,有色金属
46,159611,电力ETF广发,6.35,33.97,1.03,17.85,51.24,5.74,1.04,0.29,14.26,59.31,,,1.046,1.047,0,-0.57,0.85,0.79,3.13,,,电力
47,159263,价值ETF易方达,4.69,58.12,48.45,-1.36,89.96,54.05,1.13,0.44,,,,,1.155,1.131,1,-1.9,0.54,0.61,1.86,,,价值
48,159869,游戏ETF华夏,0.01,59.83,1.67,-9.78,71.56,-0.11,1.08,0.84,17.48,3.09,,,1.094,1.096,0,-1.28,0.99,0.64,2.98,,,传媒
49,560860,工业有色ETF万家,13.01,50.88,5.25,5.22,61.18,13.7,1.55,1.51,67.7,57.83,,,1.605,1.583,1,-3.55,0.59,0.52,1.55,,,有色金属
50,512660,军工ETF国泰,23.93,81.33,2.33,1.41,54.49,-1.96,1.16,1.58,52.85,32.94,3.31,57.96,1.141,1.151,0,1.67,0.96,0.86,2.55,,,军工
51,159363,创业板人工智能ETF华宝,81.36,73.64,35.34,56.27,45.44,44.01,1.27,2.92,,,,,1.218,1.264,0,4.27,1.2,0.96,10.91,,,人工智能
52,512710,军工龙头ETF富国,14.41,86.59,-0.82,-4.44,80.39,-6.97,0.64,1.59,,,,,0.631,0.629,1,1.43,0.79,0.68,1.85,,,军工
53,159307,红利低波100ETF博时,-10.16,14.78,50.34,0.45,53.82,56.3,1.0,-0.4,8.54,75.28,,,1.017,1.01,1,-1.67,0.59,0.56,0.57,,,红利
54,159755,电池ETF广发,59.33,13.69,-12.83,40.35,8.42,-2.56,0.88,1.39,21.09,19.32,2.98,37.88,0.904,0.954,0,-2.99,0.86,0.79,2.17,,,新能源
55,588220,科创100ETF鹏华,106.03,57.46,38.36,87.81,26.91,44.99,1.8,3.75,,,,,1.74,1.807,0,3.39,1.27,1.0,6.13,,,科创板
56,515980,人工智能ETF华富,70.8,24.91,29.31,35.96,11.71,41.67,1.02,2.3,46.09,74.51,,,1.007,1.076,0,1.59,1.15,0.91,1.94,,,人工智能
57,159865,养殖ETF国泰,-5.13,47.34,27.36,-11.71,79.49,24.1,0.54,0.19,21.99,49.02,,,0.549,0.535,1,-2.55,0.73,0.67,1.45,,,农业
58,159851,金融科技ETF华宝,20.35,45.38,2.42,3.74,60.56,4.16,0.6,1.87,30.85,5.39,,,0.621,0.616,1,-3.38,1.08,0.83,2.04,,,其他
59,516150,稀土ETF嘉实,60.75,36.88,3.05,43.98,32.09,12.13,1.66,1.34,27.72,22.86,,,1.694,1.745,0,-2.01,1.04,0.75,1.02,,,有色金属
60,512950,央企改革ETF华夏,70.07,61.17,24.84,39.13,46.98,39.14,1.51,0.8,15.74,82.45,,,1.501,1.512,0,0.33,1.09,1.02,0.13,,,央企国企
61,159967,创业板成长ETF华夏,79.42,52.59,27.73,58.35,28.6,35.34,0.79,2.85,,,,,0.771,0.824,0,2.98,1.31,1.13,7.9,,,成长
62,561980,半导体设备ETF招商,109.45,26.83,45.06,101.14,-1.93,52.43,0.7,3.1,125.82,91.05,,,0.669,0.73,0,4.33,1.3,1.23,4.03,,,半导体
63,563300,中证2000ETF华泰柏瑞,87.0,97.18,41.34,54.15,71.61,36.07,1.46,1.96,,,,,1.432,1.419,1,1.89,0.62,0.59,,,,
