排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,510300,沪深300ETF华泰柏瑞,98.88,29.92,40.73,100.54,21.64,49.14,4.75,0.47,14.44,78.97,1.47,54.52
2,588000,科创50ETF华夏,107.69,9.5,44.07,102.6,5.45,56.79,1.83,1.33,80.69,89.13,8.04,95.38
3,159915,创业板ETF易方达,104.83,22.99,35.71,100.16,10.5,50.07,3.62,1.54,43.73,54.08,5.91,69.96
4,512880,证券ETF国泰,23.14,40.84,33.5,21.47,56.24,30.68,1.1,0.37,15.17,9.21,1.3,19.96
5,588200,科创芯片ETF嘉实,112.63,8.79,46.48,105.51,2.85,58.91,1.22,2.01,123.62,83.08,,
6,563360,A500ETF华泰柏瑞,103.5,31.66,39.57,104.3,21.31,50.09,1.32,0.77,16.45,81.78,,
7,159516,半导体设备ETF国泰,112.27,18.78,54.57,105.48,14.79,62.77,0.76,2.84,116.15,97.14,,
8,510500,中证500ETF南方,107.16,31.26,41.75,109.76,17.64,47.83,8.05,0.76,28.31,73.43,2.53,81.16
9,515880,通信ETF国泰,102.62,15.16,35.04,94.05,3.62,47.85,0.67,3.72,48.32,91.07,,
10,588170,科创半导体ETF华夏,110.24,18.42,53.74,105.6,15.69,62.23,1.04,2.16,42.73,81.51,,
11,512890,红利低波ETF华泰柏瑞,1.27,82.65,60.92,0.95,91.81,46.65,1.16,-0.26,7.7,67.72,0.85,57.4
12,159995,芯片ETF华夏,110.45,6.36,38.94,103.33,0.94,53.97,1.21,1.94,,,,
13,159949,创业板50ETF华安,101.35,20.05,29.6,94.32,8.21,46.66,1.7,1.86,,,,
14,512400,有色金属ETF南方,71.81,69.02,9.67,82.55,58.99,3.66,1.94,0.94,16.26,89.17,,
15,512170,医疗ETF华宝,77.91,106.72,44.89,84.92,108.2,20.43,0.35,-0.28,29.71,31.43,3.63,17.2
16,512100,中证1000ETF南方,109.91,38.28,31.86,108.67,20.99,32.23,3.16,1.28,32.51,70.5,2.47,50.88
17,159326,电网设备ETF华夏,95.07,18.81,26.81,95.29,9.73,39.81,1.71,1.19,12.61,84.63,,
18,510050,上证50ETF华夏,69.96,70.59,38.06,80.25,76.69,37.31,3.04,0.03,11.61,79.38,1.25,57.56
19,159819,人工智能ETF易方达,81.71,17.91,44.69,87.94,13.85,61.04,1.83,0.88,49.73,69.24,,
20,510880,红利ETF华泰柏瑞,72.01,106.88,69.82,78.61,101.49,52.15,3.3,-0.27,8.48,72.34,0.84,60.4
21,512480,半导体ETF国联安,113.52,7.89,42.23,108.42,0.82,56.06,1.09,1.87,92.99,89.6,,
22,515450,红利低波50ETF南方,2.13,76.06,63.75,1.44,84.85,66.16,1.4,-0.28,8.3,74.44,0.85,57.4
23,562500,机器人ETF华夏,97.61,25.92,25.99,106.59,15.53,30.53,1.02,-0.49,54.86,61.71,,
24,159530,机器人ETF易方达,96.41,22.92,21.89,105.75,12.41,21.54,1.42,-0.77,,,,
25,159992,创新药ETF银华,91.59,97.18,81.78,98.34,90.41,46.78,0.92,-0.33,31.12,48.19,,
26,515180,红利ETF易方达,66.74,110.05,52.82,69.84,101.98,39.06,1.42,-0.07,8.32,56.12,0.83,45.92
27,515050,通信ETF华夏,103.8,16.03,40.4,96.22,4.64,52.09,1.05,3.24,48.81,93.4,,
28,159781,科创创业ETF易方达,99.48,10.3,38.86,95.51,2.82,55.73,1.14,1.42,44.13,63.06,,
29,510180,上证180ETF华安,82.52,61.56,37.75,91.51,53.75,36.29,4.03,0.3,12.16,69.57,1.24,45.6
30,517520,黄金股ETF永赢,63.06,104.66,7.39,71.92,107.33,-6.0,2.08,1.52,21.96,58.27,,
31,510210,上证指数ETF富国,102.23,59.0,31.46,100.28,41.55,25.12,1.01,0.7,15.38,73.9,,
32,159201,自由现金流ETF华夏,70.5,110.3,17.84,69.44,96.86,11.78,1.19,-0.08,,,,
33,512010,医药ETF易方达,80.22,106.66,77.69,89.41,110.34,43.6,0.4,-0.74,24.81,10.91,,
34,159928,消费ETF汇添富,39.12,103.19,34.98,41.96,99.96,24.44,0.68,-0.15,20.35,22.46,3.61,5.12
35,159206,卫星ETF永赢,96.32,32.41,7.69,99.85,23.1,14.25,1.43,2.07,,,,
36,512690,酒ETF鹏华,71.4,107.17,32.77,45.3,96.7,20.54,0.45,2.04,19.85,20.7,,
37,512070,证券保险ETF易方达,4.76,67.46,11.58,-7.47,82.54,10.48,0.79,0.38,9.59,1.65,,
38,159870,化工ETF鹏华,68.05,54.41,21.12,80.35,45.31,26.76,0.82,0.0,22.5,58.12,,
39,515220,煤炭ETF国泰,89.16,78.28,38.16,99.72,45.56,29.77,1.25,-0.87,18.6,86.89,1.76,96.16
40,513630,港股低波红利ETF摩根,-1.18,71.42,28.0,11.97,77.02,29.03,1.56,-1.45,,,,
41,512760,芯片ETF国泰,111.14,7.97,42.39,104.47,2.74,56.85,1.16,1.75,92.06,81.53,,
42,159611,电力ETF广发,35.23,41.13,13.61,41.34,30.27,21.83,1.06,-0.65,15.75,69.94,,
43,516650,有色金属ETF华夏,70.7,77.38,5.89,80.73,66.54,-0.24,1.89,1.07,19.62,26.03,,
44,560860,工业有色ETF万家,,,,,,,,,,,,
45,512800,银行ETF华宝,,,,,,,,,,,,
46,159852,软件ETF嘉实,60.77,86.37,4.63,72.98,73.88,-3.49,0.72,-0.69,58.3,54.68,,
47,159869,游戏ETF华夏,72.77,97.75,4.02,75.92,81.27,-4.78,1.14,0.62,20.28,19.64,,
48,159755,电池ETF广发,93.07,33.35,7.11,96.96,23.67,13.31,0.98,0.31,25.78,37.84,3.52,51.48
49,563300,中证2000ETF华泰柏瑞,107.25,46.18,33.69,107.58,27.26,31.23,1.44,1.7,39.78,68.73,,
50,512710,军工龙头ETF富国,75.53,44.61,-6.4,82.18,34.9,-10.35,0.63,0.96,,,,
51,159307,红利低波100ETF博时,4.57,84.55,56.8,2.87,91.22,50.43,1.03,-0.1,8.6,77.08,,
52,159363,创业板人工智能ETF华宝,99.44,29.02,44.44,99.7,16.24,55.09,1.25,1.96,,,,
53,516150,稀土ETF嘉实,70.59,32.68,15.75,79.95,22.45,14.92,1.8,0.56,30.62,35.25,,
54,512660,军工ETF国泰,86.75,42.58,-0.29,94.0,32.21,-2.15,1.16,0.7,47.16,16.62,3.36,60.48
55,159263,价值ETF易方达,12.6,97.14,49.17,14.19,98.61,47.21,1.15,-0.17,,,,
56,159851,金融科技ETF华宝,54.71,67.45,4.52,63.13,58.68,-3.75,0.64,0.47,33.45,13.4,,
