排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.685,0.13,1091.38,1091.38,31.34,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(519.64亿)；沪深300ETF华夏(409.9亿)；沪深300ETF嘉实(306.17亿)；沪深300ETF天弘(83.24亿)
2,588000,科创50ETF华夏,1.777,1.2,894.48,894.48,51.62,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(423.66亿)；科创50ETF工银(110.46亿)；科创50ETF广发(76.91亿)
3,159915,创业板ETF易方达,3.456,0.38,648.43,648.43,48.46,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(114.07亿)；创业板ETF天弘(65.33亿)
4,512880,证券ETF国泰,1.105,0.09,629.46,629.46,18.48,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(384.15亿)；证券ETF天弘(120.44亿)；券商ETF银华(95.65亿)；证券ETF南方(81.67亿)
5,588200,科创芯片ETF嘉实,1.194,1.7,505.2,505.2,29.14,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(77.0亿)
6,159516,半导体设备ETF国泰,0.723,0.28,447.55,447.55,29.74,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(217.87亿)；半导体设备ETF广发(138.36亿)；半导体设备ETF华夏(92.8亿)
7,588170,科创半导体ETF华夏,1.007,0.7,447.32,447.32,47.51,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(119.06亿)
8,510500,中证500ETF南方,7.967,0.56,424.97,424.97,37.64,中证500指数,指数型-股票,中证500,中证500ETF嘉实(90.25亿)；中证500ETF华夏(83.4亿)
9,515880,通信ETF国泰,0.672,0.6,422.0,422.0,25.19,中证全指通信设备指数,指数型-股票,通信,
10,563360,A500ETF华泰柏瑞,1.291,0.0,409.13,409.13,44.27,中证A500指数,指数型-股票,中证A500,A500ETF南方(342.18亿)；A500ETF易方达(291.45亿)；中证A500ETF国泰(261.22亿)；A500ETF华夏(200.06亿)
11,512890,红利低波ETF华泰柏瑞,1.192,0.68,333.17,333.17,8.05,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(129.87亿)
12,159995,芯片ETF华夏,1.168,1.21,282.32,282.32,5.86,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(67.12亿)
13,512400,有色金属ETF南方,1.953,-1.46,268.72,268.72,19.86,有色金属,指数型-股票,有色金属,
14,159949,创业板50ETF华安,1.612,0.06,249.45,249.45,13.5,创业板50指数,指数型-股票,创业板,
15,512170,医疗ETF华宝,0.339,-0.88,242.67,242.67,3.98,中证医疗指数,指数型-股票,医药,
16,159819,人工智能ETF易方达,1.78,2.53,215.26,215.26,3.98,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(84.82亿)
17,512100,中证1000ETF南方,3.149,0.7,210.27,210.27,27.98,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(68.78亿)；中证1000ETF广发(59.97亿)
18,510050,上证50ETF华夏,3.041,0.13,207.59,207.59,12.31,上证50指数,指数型-股票,上证50,
19,512480,半导体ETF国联安,1.058,1.83,203.11,203.11,11.31,中证全指半导体产品与设备指数,指数型-股票,半导体,
20,510880,红利ETF华泰柏瑞,3.489,0.81,201.81,201.81,5.98,上证红利指数,指数型-股票,红利,
21,515450,红利低波50ETF南方,1.407,0.21,200.78,200.78,1.85,标普中国A股大盘红利低波50指数,指数型-股票,红利,
22,159326,电网设备ETF华夏,1.67,-0.48,199.29,199.29,4.68,中证电网设备主题指数,指数型-股票,其他,
23,515180,红利ETF易方达,1.468,0.41,189.4,189.4,3.33,中证红利指数,指数型-股票,红利,中证红利ETF招商(114.78亿)
24,515050,通信ETF华夏,1.05,1.35,181.98,181.98,7.07,中证5G通信主题指数,指数型-股票,通信,
25,562500,机器人ETF华夏,0.973,1.99,180.92,180.92,5.41,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(61.41亿)
26,510180,上证180ETF华安,3.991,0.08,176.28,176.28,0.73,上证180指数,指数型-股票,上证180,
27,159781,科创创业ETF易方达,1.085,0.18,171.82,171.82,4.28,中证科创创业50指数,指数型-股票,科创板,
28,159530,机器人ETF易方达,1.343,1.67,171.05,171.05,4.7,国证机器人产业指数,指数型-股票,机器人,
29,159201,自由现金流ETF华夏,1.195,-0.17,164.39,164.39,2.31,国证自由现金流指数,指数型-股票,货币市场,
30,159992,创新药ETF银华,0.848,-1.62,163.03,163.03,9.47,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(108.73亿)
31,159928,消费ETF汇添富,0.666,-0.75,153.53,153.53,2.9,中证主要消费指数,指数型-股票,消费,
32,510210,上证指数ETF富国,1.017,0.79,151.66,151.66,8.26,上证综合指数,指数型-股票,其他,
33,512010,医药ETF易方达,0.376,-1.83,151.16,151.16,4.04,沪深300医药卫生指数,指数型-股票,医药,
34,517520,黄金股ETF永赢,2.213,-3.19,147.06,147.06,17.34,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(62.42亿)
35,515220,煤炭ETF国泰,1.378,2.07,144.22,144.22,9.89,中证煤炭指数,指数型-股票,煤炭,
36,159870,化工ETF鹏华,0.831,-0.48,139.41,139.41,4.14,细分化工,指数型-股票,化工,
37,512690,酒ETF鹏华,0.419,-0.95,134.11,134.11,3.46,中证酒指数,指数型-股票,白酒,
38,512070,证券保险ETF易方达,0.806,-0.12,133.76,133.76,3.47,沪深300非银行金融指数,指数型-股票,证券,
39,159206,卫星ETF永赢,1.395,4.26,132.58,132.58,5.28,国证商用卫星通信产业指数,指数型-股票,通信,
40,513630,港股低波红利ETF摩根,1.586,-0.44,119.45,119.45,1.19,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.119,1.63,106.68,106.68,3.23,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,516650,有色金属ETF华夏,1.904,-1.55,99.85,99.85,2.25,细分有色,指数型-股票,有色金属,
43,512800,银行ETF华宝,0.829,1.47,99.37,99.37,9.19,中证银行指数,指数型-股票,银行,
44,159611,电力ETF广发,1.035,-0.58,98.1,98.1,3.06,中证全指电力公用事业指数,指数型-股票,电力,
